"Kod";"Nazwa";"Rodzaje wydatków";"Rok";"Wartosc";"Jednostka miary";"Atrybut";
0400000;"KUJAWSKO-POMORSKIE";"ogółem";"2017";220144847,38;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"ogółem";"2018";318616435,08;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"ogółem";"2019";337987345,33;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"ogółem";"2020";332060118,04;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"ogółem";"2021";436469266,95;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"ogółem";"2022";649639112,41;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"ogółem";"2023";781752339,98;"zł";"";
0600000;"LUBELSKIE";"ogółem";"2001";113936284;"zł";"";
0600000;"LUBELSKIE";"ogółem";"2002";85671948;"zł";"";
0600000;"LUBELSKIE";"ogółem";"2003";127504537;"zł";"";
0600000;"LUBELSKIE";"ogółem";"2004";117975182;"zł";"";
0600000;"LUBELSKIE";"ogółem";"2005";146556741;"zł";"";
0600000;"LUBELSKIE";"ogółem";"2006";197562482,01;"zł";"";
0600000;"LUBELSKIE";"ogółem";"2007";171332903,73;"zł";"";
0600000;"LUBELSKIE";"ogółem";"2008";366980732,15;"zł";"";
0600000;"LUBELSKIE";"ogółem";"2009";296330857,08;"zł";"";
0600000;"LUBELSKIE";"ogółem";"2010";318323055,85;"zł";"";
0600000;"LUBELSKIE";"ogółem";"2011";371636611,25;"zł";"";
0600000;"LUBELSKIE";"ogółem";"2012";354357402,00;"zł";"";
0600000;"LUBELSKIE";"ogółem";"2013";466993602,08;"zł";"";
0600000;"LUBELSKIE";"ogółem";"2014";639366428,14;"zł";"";
0600000;"LUBELSKIE";"ogółem";"2015";361992781,30;"zł";"";
0600000;"LUBELSKIE";"ogółem";"2016";253557211,17;"zł";"";
0600000;"LUBELSKIE";"ogółem";"2017";451181144,57;"zł";"";
0600000;"LUBELSKIE";"ogółem";"2018";473622898,10;"zł";"";
0600000;"LUBELSKIE";"ogółem";"2019";648367621,32;"zł";"";
0600000;"LUBELSKIE";"ogółem";"2020";300756730,13;"zł";"";
0600000;"LUBELSKIE";"ogółem";"2021";618420698,37;"zł";"";
0600000;"LUBELSKIE";"ogółem";"2022";458827910,97;"zł";"";
0600000;"LUBELSKIE";"ogółem";"2023";574707482,29;"zł";"";
0800000;"LUBUSKIE";"ogółem";"2001";80618109;"zł";"";
0800000;"LUBUSKIE";"ogółem";"2002";92732800;"zł";"";
0800000;"LUBUSKIE";"ogółem";"2003";89252760;"zł";"";
0800000;"LUBUSKIE";"ogółem";"2004";89387081;"zł";"";
0800000;"LUBUSKIE";"ogółem";"2005";134972154;"zł";"";
0800000;"LUBUSKIE";"ogółem";"2006";169154581,04;"zł";"";
0800000;"LUBUSKIE";"ogółem";"2007";157662118,88;"zł";"";
0800000;"LUBUSKIE";"ogółem";"2008";164737702,85;"zł";"";
0800000;"LUBUSKIE";"ogółem";"2009";301191000,92;"zł";"";
0800000;"LUBUSKIE";"ogółem";"2010";247124709,07;"zł";"";
0800000;"LUBUSKIE";"ogółem";"2011";185314397,62;"zł";"";
0800000;"LUBUSKIE";"ogółem";"2012";172629664,26;"zł";"";
0800000;"LUBUSKIE";"ogółem";"2013";205661775,15;"zł";"";
0800000;"LUBUSKIE";"ogółem";"2014";205742238,82;"zł";"";
0800000;"LUBUSKIE";"ogółem";"2015";202242709,52;"zł";"";
0800000;"LUBUSKIE";"ogółem";"2016";160855321,87;"zł";"";
0800000;"LUBUSKIE";"ogółem";"2017";197314000,44;"zł";"";
0800000;"LUBUSKIE";"ogółem";"2018";220120275,04;"zł";"";
0800000;"LUBUSKIE";"ogółem";"2019";238717902,47;"zł";"";
0800000;"LUBUSKIE";"ogółem";"2020";245985712,71;"zł";"";
0800000;"LUBUSKIE";"ogółem";"2021";204148191,84;"zł";"";
0800000;"LUBUSKIE";"ogółem";"2022";307859826,19;"zł";"";
0800000;"LUBUSKIE";"ogółem";"2023";455227605,29;"zł";"";
1000000;"ŁÓDZKIE";"ogółem";"2001";71754440;"zł";"";
1000000;"ŁÓDZKIE";"ogółem";"2002";66477850;"zł";"";
1000000;"ŁÓDZKIE";"ogółem";"2003";62946893;"zł";"";
1000000;"ŁÓDZKIE";"ogółem";"2004";84014360;"zł";"";
1000000;"ŁÓDZKIE";"ogółem";"2005";99294206;"zł";"";
1000000;"ŁÓDZKIE";"ogółem";"2006";148488960,77;"zł";"";
1000000;"ŁÓDZKIE";"ogółem";"2007";191604626,34;"zł";"";
1000000;"ŁÓDZKIE";"ogółem";"2008";258012773,93;"zł";"";
1000000;"ŁÓDZKIE";"ogółem";"2009";442405417,14;"zł";"";
1000000;"ŁÓDZKIE";"ogółem";"2010";360189097,43;"zł";"";
1000000;"ŁÓDZKIE";"ogółem";"2011";392994875,53;"zł";"";
1000000;"ŁÓDZKIE";"ogółem";"2012";345603061,27;"zł";"";
1000000;"ŁÓDZKIE";"ogółem";"2013";246805487,29;"zł";"";
1000000;"ŁÓDZKIE";"ogółem";"2014";218005257,14;"zł";"";
1000000;"ŁÓDZKIE";"ogółem";"2015";237504830,74;"zł";"";
1000000;"ŁÓDZKIE";"ogółem";"2016";256019304,24;"zł";"";
1000000;"ŁÓDZKIE";"ogółem";"2017";241481729,73;"zł";"";
1000000;"ŁÓDZKIE";"ogółem";"2018";327288784,38;"zł";"";
1000000;"ŁÓDZKIE";"ogółem";"2019";411183564,06;"zł";"";
1000000;"ŁÓDZKIE";"ogółem";"2020";390118745,03;"zł";"";
1000000;"ŁÓDZKIE";"ogółem";"2021";353934609,90;"zł";"";
1000000;"ŁÓDZKIE";"ogółem";"2022";490884333,04;"zł";"";
1000000;"ŁÓDZKIE";"ogółem";"2023";786007012,82;"zł";"";
1200000;"MAŁOPOLSKIE";"ogółem";"2001";135015958;"zł";"";
1200000;"MAŁOPOLSKIE";"ogółem";"2002";145798703;"zł";"";
1200000;"MAŁOPOLSKIE";"ogółem";"2003";139291997;"zł";"";
1200000;"MAŁOPOLSKIE";"ogółem";"2004";126528432;"zł";"";
1200000;"MAŁOPOLSKIE";"ogółem";"2005";238372458;"zł";"";
1200000;"MAŁOPOLSKIE";"ogółem";"2006";238401359,07;"zł";"";
1200000;"MAŁOPOLSKIE";"ogółem";"2007";280401478,14;"zł";"";
1200000;"MAŁOPOLSKIE";"ogółem";"2008";362311440,72;"zł";"";
1200000;"MAŁOPOLSKIE";"ogółem";"2009";566183912,79;"zł";"";
1200000;"MAŁOPOLSKIE";"ogółem";"2010";555010805,59;"zł";"";
1200000;"MAŁOPOLSKIE";"ogółem";"2011";586919676,51;"zł";"";
1200000;"MAŁOPOLSKIE";"ogółem";"2012";404181435,20;"zł";"";
1200000;"MAŁOPOLSKIE";"ogółem";"2013";423674346,76;"zł";"";
1200000;"MAŁOPOLSKIE";"ogółem";"2014";454403026,66;"zł";"";
1200000;"MAŁOPOLSKIE";"ogółem";"2015";471653630,68;"zł";"";
1200000;"MAŁOPOLSKIE";"ogółem";"2016";583057584,04;"zł";"";
1200000;"MAŁOPOLSKIE";"ogółem";"2017";695548248,38;"zł";"";
1200000;"MAŁOPOLSKIE";"ogółem";"2018";559801331,02;"zł";"";
1200000;"MAŁOPOLSKIE";"ogółem";"2019";519877420,02;"zł";"";
1200000;"MAŁOPOLSKIE";"ogółem";"2020";663933034,96;"zł";"";
1200000;"MAŁOPOLSKIE";"ogółem";"2021";902467317,12;"zł";"";
1200000;"MAŁOPOLSKIE";"ogółem";"2022";680845476,97;"zł";"";
1200000;"MAŁOPOLSKIE";"ogółem";"2023";1048927782,04;"zł";"";
1400000;"MAZOWIECKIE";"ogółem";"2001";183680566;"zł";"";
1400000;"MAZOWIECKIE";"ogółem";"2002";151029781;"zł";"";
1400000;"MAZOWIECKIE";"ogółem";"2003";158645122;"zł";"";
1400000;"MAZOWIECKIE";"ogółem";"2004";241316737;"zł";"";
1400000;"MAZOWIECKIE";"ogółem";"2005";477154715;"zł";"";
1400000;"MAZOWIECKIE";"ogółem";"2006";629177432,47;"zł";"";
1400000;"MAZOWIECKIE";"ogółem";"2007";925842540,68;"zł";"";
1400000;"MAZOWIECKIE";"ogółem";"2008";1163949044,31;"zł";"";
1400000;"MAZOWIECKIE";"ogółem";"2009";832216065,91;"zł";"";
1400000;"MAZOWIECKIE";"ogółem";"2010";579669691,48;"zł";"";
1400000;"MAZOWIECKIE";"ogółem";"2011";762388299,61;"zł";"";
1400000;"MAZOWIECKIE";"ogółem";"2012";660194007,12;"zł";"";
1400000;"MAZOWIECKIE";"ogółem";"2013";612421951,97;"zł";"";
1400000;"MAZOWIECKIE";"ogółem";"2014";800183550,71;"zł";"";
1400000;"MAZOWIECKIE";"ogółem";"2015";984674349,71;"zł";"";
1400000;"MAZOWIECKIE";"ogółem";"2016";683735832,55;"zł";"";
1400000;"MAZOWIECKIE";"ogółem";"2017";775719512,12;"zł";"";
1400000;"MAZOWIECKIE";"ogółem";"2018";1009887846,90;"zł";"";
1400000;"MAZOWIECKIE";"ogółem";"2019";1260150137,11;"zł";"";
1400000;"MAZOWIECKIE";"ogółem";"2020";958055178,97;"zł";"";
1400000;"MAZOWIECKIE";"ogółem";"2021";1076436632,73;"zł";"";
1400000;"MAZOWIECKIE";"ogółem";"2022";1258259951,49;"zł";"";
1400000;"MAZOWIECKIE";"ogółem";"2023";1939689507,45;"zł";"";
1600000;"OPOLSKIE";"ogółem";"2001";62198994;"zł";"";
1600000;"OPOLSKIE";"ogółem";"2002";47543255;"zł";"";
1600000;"OPOLSKIE";"ogółem";"2003";50839548;"zł";"";
1600000;"OPOLSKIE";"ogółem";"2004";64858035;"zł";"";
1600000;"OPOLSKIE";"ogółem";"2005";106759882;"zł";"";
1600000;"OPOLSKIE";"ogółem";"2006";134182143,37;"zł";"";
1600000;"OPOLSKIE";"ogółem";"2007";160775824,75;"zł";"";
1600000;"OPOLSKIE";"ogółem";"2008";175073921,54;"zł";"";
1600000;"OPOLSKIE";"ogółem";"2009";236031072,08;"zł";"";
1600000;"OPOLSKIE";"ogółem";"2010";251107681,26;"zł";"";
1600000;"OPOLSKIE";"ogółem";"2011";169176570,69;"zł";"";
1600000;"OPOLSKIE";"ogółem";"2012";162675609,09;"zł";"";
1600000;"OPOLSKIE";"ogółem";"2013";147811247,55;"zł";"";
1600000;"OPOLSKIE";"ogółem";"2014";176839192,94;"zł";"";
1600000;"OPOLSKIE";"ogółem";"2015";136657181,75;"zł";"";
1600000;"OPOLSKIE";"ogółem";"2016";259876200,28;"zł";"";
1600000;"OPOLSKIE";"ogółem";"2017";225097788,53;"zł";"";
1600000;"OPOLSKIE";"ogółem";"2018";273716071,67;"zł";"";
1600000;"OPOLSKIE";"ogółem";"2019";271229475,31;"zł";"";
1600000;"OPOLSKIE";"ogółem";"2020";214752438,91;"zł";"";
1600000;"OPOLSKIE";"ogółem";"2021";183747062,31;"zł";"";
1600000;"OPOLSKIE";"ogółem";"2022";253340272,94;"zł";"";
1600000;"OPOLSKIE";"ogółem";"2023";398861425,84;"zł";"";
1800000;"PODKARPACKIE";"ogółem";"2001";104078249;"zł";"";
1800000;"PODKARPACKIE";"ogółem";"2002";88569858;"zł";"";
1800000;"PODKARPACKIE";"ogółem";"2003";101015777;"zł";"";
1800000;"PODKARPACKIE";"ogółem";"2004";114849221;"zł";"";
1800000;"PODKARPACKIE";"ogółem";"2005";123392498;"zł";"";
1800000;"PODKARPACKIE";"ogółem";"2006";279392420,31;"zł";"";
1800000;"PODKARPACKIE";"ogółem";"2007";192553260,54;"zł";"";
1800000;"PODKARPACKIE";"ogółem";"2008";265270265,75;"zł";"";
1800000;"PODKARPACKIE";"ogółem";"2009";476459116,64;"zł";"";
1800000;"PODKARPACKIE";"ogółem";"2010";488036965,80;"zł";"";
1800000;"PODKARPACKIE";"ogółem";"2011";437083917,37;"zł";"";
1800000;"PODKARPACKIE";"ogółem";"2012";348547543,48;"zł";"";
1800000;"PODKARPACKIE";"ogółem";"2013";534476076,01;"zł";"";
1800000;"PODKARPACKIE";"ogółem";"2014";550992081,06;"zł";"";
1800000;"PODKARPACKIE";"ogółem";"2015";360543933,05;"zł";"";
1800000;"PODKARPACKIE";"ogółem";"2016";185133837,86;"zł";"";
1800000;"PODKARPACKIE";"ogółem";"2017";389119714,72;"zł";"";
1800000;"PODKARPACKIE";"ogółem";"2018";642787128,52;"zł";"";
1800000;"PODKARPACKIE";"ogółem";"2019";534454858,39;"zł";"";
1800000;"PODKARPACKIE";"ogółem";"2020";561535577,37;"zł";"";
1800000;"PODKARPACKIE";"ogółem";"2021";501091840,48;"zł";"";
1800000;"PODKARPACKIE";"ogółem";"2022";698292957,66;"zł";"";
1800000;"PODKARPACKIE";"ogółem";"2023";1353963452,89;"zł";"";
2000000;"PODLASKIE";"ogółem";"2001";58312024;"zł";"";
2000000;"PODLASKIE";"ogółem";"2002";48088812;"zł";"";
2000000;"PODLASKIE";"ogółem";"2003";50887292;"zł";"";
2000000;"PODLASKIE";"ogółem";"2004";59870836;"zł";"";
2000000;"PODLASKIE";"ogółem";"2005";71302877;"zł";"";
2000000;"PODLASKIE";"ogółem";"2006";92134785,11;"zł";"";
2000000;"PODLASKIE";"ogółem";"2007";71936781,45;"zł";"";
2000000;"PODLASKIE";"ogółem";"2008";77876889,56;"zł";"";
2000000;"PODLASKIE";"ogółem";"2009";226892915,30;"zł";"";
2000000;"PODLASKIE";"ogółem";"2010";109287905,83;"zł";"";
2000000;"PODLASKIE";"ogółem";"2011";181784306,71;"zł";"";
2000000;"PODLASKIE";"ogółem";"2012";189198629,31;"zł";"";
2000000;"PODLASKIE";"ogółem";"2013";229061427,84;"zł";"";
2000000;"PODLASKIE";"ogółem";"2014";358807382,41;"zł";"";
2000000;"PODLASKIE";"ogółem";"2015";503505230,43;"zł";"";
2000000;"PODLASKIE";"ogółem";"2016";110196014,31;"zł";"";
2000000;"PODLASKIE";"ogółem";"2017";258795926,08;"zł";"";
2000000;"PODLASKIE";"ogółem";"2018";520403893,91;"zł";"";
2000000;"PODLASKIE";"ogółem";"2019";634473847,76;"zł";"";
2000000;"PODLASKIE";"ogółem";"2020";490467420,52;"zł";"";
2000000;"PODLASKIE";"ogółem";"2021";305907274,88;"zł";"";
2000000;"PODLASKIE";"ogółem";"2022";224276400,56;"zł";"";
2000000;"PODLASKIE";"ogółem";"2023";352081288,55;"zł";"";
2200000;"POMORSKIE";"ogółem";"2001";96156663;"zł";"";
2200000;"POMORSKIE";"ogółem";"2002";86506197;"zł";"";
2200000;"POMORSKIE";"ogółem";"2003";98327959;"zł";"";
2200000;"POMORSKIE";"ogółem";"2004";123053528;"zł";"";
2200000;"POMORSKIE";"ogółem";"2005";199252825;"zł";"";
2200000;"POMORSKIE";"ogółem";"2006";240421349,48;"zł";"";
2200000;"POMORSKIE";"ogółem";"2007";225328400,22;"zł";"";
2200000;"POMORSKIE";"ogółem";"2008";236600080,60;"zł";"";
2200000;"POMORSKIE";"ogółem";"2009";347928710,38;"zł";"";
2200000;"POMORSKIE";"ogółem";"2010";342039974,62;"zł";"";
2200000;"POMORSKIE";"ogółem";"2011";323834154,06;"zł";"";
2200000;"POMORSKIE";"ogółem";"2012";270106584,39;"zł";"";
2200000;"POMORSKIE";"ogółem";"2013";239286529,57;"zł";"";
2200000;"POMORSKIE";"ogółem";"2014";350813838,61;"zł";"";
2200000;"POMORSKIE";"ogółem";"2015";405720684,64;"zł";"";
2200000;"POMORSKIE";"ogółem";"2016";322244794,55;"zł";"";
2200000;"POMORSKIE";"ogółem";"2017";328358021,12;"zł";"";
2200000;"POMORSKIE";"ogółem";"2018";578829635,87;"zł";"";
2200000;"POMORSKIE";"ogółem";"2019";787915000,09;"zł";"";
2200000;"POMORSKIE";"ogółem";"2020";466834584,89;"zł";"";
2200000;"POMORSKIE";"ogółem";"2021";478488635,24;"zł";"";
2200000;"POMORSKIE";"ogółem";"2022";616578126,56;"zł";"";
2200000;"POMORSKIE";"ogółem";"2023";1373792759,12;"zł";"";
2400000;"ŚLĄSKIE";"ogółem";"2001";282211576;"zł";"";
2400000;"ŚLĄSKIE";"ogółem";"2002";311463698;"zł";"";
2400000;"ŚLĄSKIE";"ogółem";"2003";307094530;"zł";"";
2400000;"ŚLĄSKIE";"ogółem";"2004";393361807;"zł";"";
2400000;"ŚLĄSKIE";"ogółem";"2005";362950975;"zł";"";
2400000;"ŚLĄSKIE";"ogółem";"2006";534620439,61;"zł";"";
2400000;"ŚLĄSKIE";"ogółem";"2007";468837407,32;"zł";"";
2400000;"ŚLĄSKIE";"ogółem";"2008";593667328,53;"zł";"";
2400000;"ŚLĄSKIE";"ogółem";"2009";677848884,96;"zł";"";
2400000;"ŚLĄSKIE";"ogółem";"2010";494737968,31;"zł";"";
2400000;"ŚLĄSKIE";"ogółem";"2011";635139327,83;"zł";"";
2400000;"ŚLĄSKIE";"ogółem";"2012";574067466,91;"zł";"";
2400000;"ŚLĄSKIE";"ogółem";"2013";803665815,46;"zł";"";
2400000;"ŚLĄSKIE";"ogółem";"2014";936442366,23;"zł";"";
2400000;"ŚLĄSKIE";"ogółem";"2015";938675174,11;"zł";"";
2400000;"ŚLĄSKIE";"ogółem";"2016";517316391,54;"zł";"";
2400000;"ŚLĄSKIE";"ogółem";"2017";439480035,37;"zł";"";
2400000;"ŚLĄSKIE";"ogółem";"2018";648352670,42;"zł";"";
2400000;"ŚLĄSKIE";"ogółem";"2019";612081521,94;"zł";"";
2400000;"ŚLĄSKIE";"ogółem";"2020";872644788,44;"zł";"";
2400000;"ŚLĄSKIE";"ogółem";"2021";860576911,45;"zł";"";
2400000;"ŚLĄSKIE";"ogółem";"2022";684140430,13;"zł";"";
2400000;"ŚLĄSKIE";"ogółem";"2023";978005724,71;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"ogółem";"2001";72597980;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"ogółem";"2002";58638360;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"ogółem";"2003";53008539;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"ogółem";"2004";54686550;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"ogółem";"2005";68224751;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"ogółem";"2006";109810877,09;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"ogółem";"2007";133745586,36;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"ogółem";"2008";113883157,41;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"ogółem";"2009";200292921,62;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"ogółem";"2010";193498026,73;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"ogółem";"2011";223152845,35;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"ogółem";"2012";397259460,20;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"ogółem";"2013";417361068,99;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"ogółem";"2014";302505802,39;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"ogółem";"2015";385649678,09;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"ogółem";"2016";156741673,11;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"ogółem";"2017";232668543,24;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"ogółem";"2018";444710196,24;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"ogółem";"2019";429318610,62;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"ogółem";"2020";276190417,04;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"ogółem";"2021";239997806,52;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"ogółem";"2022";224007465,45;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"ogółem";"2023";500951234,58;"zł";"";
2800000;"WARMIŃSKO-MAZURSKIE";"ogółem";"2001";77941052;"zł";"";
2800000;"WARMIŃSKO-MAZURSKIE";"ogółem";"2002";64777269;"zł";"";
2800000;"WARMIŃSKO-MAZURSKIE";"ogółem";"2003";69945765;"zł";"";
2800000;"WARMIŃSKO-MAZURSKIE";"ogółem";"2004";114513042;"zł";"";
2800000;"WARMIŃSKO-MAZURSKIE";"ogółem";"2005";112889479;"zł";"";
2800000;"WARMIŃSKO-MAZURSKIE";"ogółem";"2006";149561691,31;"zł";"";
2800000;"WARMIŃSKO-MAZURSKIE";"ogółem";"2007";186856473,05;"zł";"";
2800000;"WARMIŃSKO-MAZURSKIE";"ogółem";"2008";177850481,31;"zł";"";
2800000;"WARMIŃSKO-MAZURSKIE";"ogółem";"2009";230303015,75;"zł";"";
2800000;"WARMIŃSKO-MAZURSKIE";"ogółem";"2010";211233105,02;"zł";"";
2800000;"WARMIŃSKO-MAZURSKIE";"ogółem";"2011";210825699,29;"zł";"";
2800000;"WARMIŃSKO-MAZURSKIE";"ogółem";"2012";316013967,65;"zł";"";
2800000;"WARMIŃSKO-MAZURSKIE";"ogółem";"2013";564879622,73;"zł";"";
2800000;"WARMIŃSKO-MAZURSKIE";"ogółem";"2014";801569907,10;"zł";"";
2800000;"WARMIŃSKO-MAZURSKIE";"ogółem";"2015";537028112,25;"zł";"";
2800000;"WARMIŃSKO-MAZURSKIE";"ogółem";"2016";214299890,21;"zł";"";
2800000;"WARMIŃSKO-MAZURSKIE";"ogółem";"2017";256151169,99;"zł";"";
2800000;"WARMIŃSKO-MAZURSKIE";"ogółem";"2018";335021668,56;"zł";"";
2800000;"WARMIŃSKO-MAZURSKIE";"ogółem";"2019";345661737,17;"zł";"";
2800000;"WARMIŃSKO-MAZURSKIE";"ogółem";"2020";484642118,94;"zł";"";
2800000;"WARMIŃSKO-MAZURSKIE";"ogółem";"2021";494691414,25;"zł";"";
2800000;"WARMIŃSKO-MAZURSKIE";"ogółem";"2022";509127807,47;"zł";"";
2800000;"WARMIŃSKO-MAZURSKIE";"ogółem";"2023";535434924,26;"zł";"";
3000000;"WIELKOPOLSKIE";"ogółem";"2001";164497627;"zł";"";
3000000;"WIELKOPOLSKIE";"ogółem";"2002";149839595;"zł";"";
3000000;"WIELKOPOLSKIE";"ogółem";"2003";139572788;"zł";"";
3000000;"WIELKOPOLSKIE";"ogółem";"2004";148549750;"zł";"";
3000000;"WIELKOPOLSKIE";"ogółem";"2005";245882161;"zł";"";
3000000;"WIELKOPOLSKIE";"ogółem";"2006";378675663,05;"zł";"";
3000000;"WIELKOPOLSKIE";"ogółem";"2007";369245818,93;"zł";"";
3000000;"WIELKOPOLSKIE";"ogółem";"2008";443769241,71;"zł";"";
3000000;"WIELKOPOLSKIE";"ogółem";"2009";325281362,43;"zł";"";
3000000;"WIELKOPOLSKIE";"ogółem";"2010";535654710,21;"zł";"";
3000000;"WIELKOPOLSKIE";"ogółem";"2011";692684595,37;"zł";"";
3000000;"WIELKOPOLSKIE";"ogółem";"2012";476458597,36;"zł";"";
3000000;"WIELKOPOLSKIE";"ogółem";"2013";705282132,00;"zł";"";
3000000;"WIELKOPOLSKIE";"ogółem";"2014";503318940,63;"zł";"";
3000000;"WIELKOPOLSKIE";"ogółem";"2015";396906825,33;"zł";"";
3000000;"WIELKOPOLSKIE";"ogółem";"2016";393110984,42;"zł";"";
3000000;"WIELKOPOLSKIE";"ogółem";"2017";515310262,08;"zł";"";
3000000;"WIELKOPOLSKIE";"ogółem";"2018";533004080,88;"zł";"";
3000000;"WIELKOPOLSKIE";"ogółem";"2019";749591481,46;"zł";"";
3000000;"WIELKOPOLSKIE";"ogółem";"2020";673846361,83;"zł";"";
3000000;"WIELKOPOLSKIE";"ogółem";"2021";730068195,61;"zł";"";
3000000;"WIELKOPOLSKIE";"ogółem";"2022";823373791,64;"zł";"";
3000000;"WIELKOPOLSKIE";"ogółem";"2023";966678444,86;"zł";"";
3200000;"ZACHODNIOPOMORSKIE";"ogółem";"2001";108045345;"zł";"";
3200000;"ZACHODNIOPOMORSKIE";"ogółem";"2002";92565209;"zł";"";
3200000;"ZACHODNIOPOMORSKIE";"ogółem";"2003";93849896;"zł";"";
3200000;"ZACHODNIOPOMORSKIE";"ogółem";"2004";98306542;"zł";"";
