"Kod";"Nazwa";"Rodzaje wydatków";"Rok";"Wartosc";"Jednostka miary";"Atrybut";
0600000;"LUBELSKIE";"ogółem";"2017";11734495,21;"zł";"";
0600000;"LUBELSKIE";"ogółem";"2018";37800107,94;"zł";"";
0600000;"LUBELSKIE";"ogółem";"2019";135733334,14;"zł";"";
0600000;"LUBELSKIE";"ogółem";"2020";112139356,78;"zł";"";
0600000;"LUBELSKIE";"ogółem";"2021";77142929,97;"zł";"";
0600000;"LUBELSKIE";"ogółem";"2022";100877777,97;"zł";"";
0600000;"LUBELSKIE";"ogółem";"2023";201540299,12;"zł";"";
0800000;"LUBUSKIE";"ogółem";"1999";5854605;"zł";"";
0800000;"LUBUSKIE";"ogółem";"2000";7070455;"zł";"";
0800000;"LUBUSKIE";"ogółem";"2001";14480390;"zł";"";
0800000;"LUBUSKIE";"ogółem";"2002";6862481;"zł";"";
0800000;"LUBUSKIE";"ogółem";"2003";8485755;"zł";"";
0800000;"LUBUSKIE";"ogółem";"2004";11448204;"zł";"";
0800000;"LUBUSKIE";"ogółem";"2005";15009614;"zł";"";
0800000;"LUBUSKIE";"ogółem";"2006";13745718,28;"zł";"";
0800000;"LUBUSKIE";"ogółem";"2007";11077735,98;"zł";"";
0800000;"LUBUSKIE";"ogółem";"2008";12771131,30;"zł";"";
0800000;"LUBUSKIE";"ogółem";"2009";57834878,88;"zł";"";
0800000;"LUBUSKIE";"ogółem";"2010";18692106,74;"zł";"";
0800000;"LUBUSKIE";"ogółem";"2011";12581827,55;"zł";"";
0800000;"LUBUSKIE";"ogółem";"2012";11485243,38;"zł";"";
0800000;"LUBUSKIE";"ogółem";"2013";111958081,79;"zł";"";
0800000;"LUBUSKIE";"ogółem";"2014";16683624,77;"zł";"";
0800000;"LUBUSKIE";"ogółem";"2015";17564999,98;"zł";"";
0800000;"LUBUSKIE";"ogółem";"2016";21520529,25;"zł";"";
0800000;"LUBUSKIE";"ogółem";"2017";41278818,95;"zł";"";
0800000;"LUBUSKIE";"ogółem";"2018";30690553,20;"zł";"";
0800000;"LUBUSKIE";"ogółem";"2019";56840186,63;"zł";"";
0800000;"LUBUSKIE";"ogółem";"2020";132621021,42;"zł";"";
0800000;"LUBUSKIE";"ogółem";"2021";75640877,88;"zł";"";
0800000;"LUBUSKIE";"ogółem";"2022";54564981,97;"zł";"";
0800000;"LUBUSKIE";"ogółem";"2023";115609587,03;"zł";"";
1000000;"ŁÓDZKIE";"ogółem";"1999";13574600;"zł";"";
1000000;"ŁÓDZKIE";"ogółem";"2000";14682340;"zł";"";
1000000;"ŁÓDZKIE";"ogółem";"2001";28473081;"zł";"";
1000000;"ŁÓDZKIE";"ogółem";"2002";21792600;"zł";"";
1000000;"ŁÓDZKIE";"ogółem";"2003";22860998;"zł";"";
1000000;"ŁÓDZKIE";"ogółem";"2004";17806812;"zł";"";
1000000;"ŁÓDZKIE";"ogółem";"2005";47987634;"zł";"";
1000000;"ŁÓDZKIE";"ogółem";"2006";38508094,49;"zł";"";
1000000;"ŁÓDZKIE";"ogółem";"2007";57911027,61;"zł";"";
1000000;"ŁÓDZKIE";"ogółem";"2008";57603639,03;"zł";"";
1000000;"ŁÓDZKIE";"ogółem";"2009";48252227,82;"zł";"";
1000000;"ŁÓDZKIE";"ogółem";"2010";54896832,46;"zł";"";
1000000;"ŁÓDZKIE";"ogółem";"2011";53008340,64;"zł";"";
1000000;"ŁÓDZKIE";"ogółem";"2012";26834175,54;"zł";"";
1000000;"ŁÓDZKIE";"ogółem";"2013";35790139,36;"zł";"";
1000000;"ŁÓDZKIE";"ogółem";"2014";32261990,60;"zł";"";
1000000;"ŁÓDZKIE";"ogółem";"2015";26838136,35;"zł";"";
1000000;"ŁÓDZKIE";"ogółem";"2016";16868053,52;"zł";"";
1000000;"ŁÓDZKIE";"ogółem";"2017";18276465,48;"zł";"";
1000000;"ŁÓDZKIE";"ogółem";"2018";33798901,95;"zł";"";
1000000;"ŁÓDZKIE";"ogółem";"2019";56374272,05;"zł";"";
1000000;"ŁÓDZKIE";"ogółem";"2020";136495406,02;"zł";"";
1000000;"ŁÓDZKIE";"ogółem";"2021";178006104,46;"zł";"";
1000000;"ŁÓDZKIE";"ogółem";"2022";175543488,76;"zł";"";
1000000;"ŁÓDZKIE";"ogółem";"2023";215214283,38;"zł";"";
1200000;"MAŁOPOLSKIE";"ogółem";"1999";39543858;"zł";"";
1200000;"MAŁOPOLSKIE";"ogółem";"2000";18044858;"zł";"";
1200000;"MAŁOPOLSKIE";"ogółem";"2001";27542095;"zł";"";
1200000;"MAŁOPOLSKIE";"ogółem";"2002";22735543;"zł";"";
1200000;"MAŁOPOLSKIE";"ogółem";"2003";25968507;"zł";"";
1200000;"MAŁOPOLSKIE";"ogółem";"2004";26719109;"zł";"";
1200000;"MAŁOPOLSKIE";"ogółem";"2005";41525815;"zł";"";
1200000;"MAŁOPOLSKIE";"ogółem";"2006";59352963,28;"zł";"";
1200000;"MAŁOPOLSKIE";"ogółem";"2007";57518040,12;"zł";"";
1200000;"MAŁOPOLSKIE";"ogółem";"2008";50280771,70;"zł";"";
1200000;"MAŁOPOLSKIE";"ogółem";"2009";96501572,05;"zł";"";
1200000;"MAŁOPOLSKIE";"ogółem";"2010";27169660,49;"zł";"";
1200000;"MAŁOPOLSKIE";"ogółem";"2011";73699410,57;"zł";"";
1200000;"MAŁOPOLSKIE";"ogółem";"2012";47437785,74;"zł";"";
1200000;"MAŁOPOLSKIE";"ogółem";"2013";48869086,34;"zł";"";
1200000;"MAŁOPOLSKIE";"ogółem";"2014";58905671,52;"zł";"";
1200000;"MAŁOPOLSKIE";"ogółem";"2015";23478715,51;"zł";"";
1200000;"MAŁOPOLSKIE";"ogółem";"2016";28092280,32;"zł";"";
1200000;"MAŁOPOLSKIE";"ogółem";"2017";22956041,52;"zł";"";
1200000;"MAŁOPOLSKIE";"ogółem";"2018";38849885,71;"zł";"";
1200000;"MAŁOPOLSKIE";"ogółem";"2019";70220508,18;"zł";"";
1200000;"MAŁOPOLSKIE";"ogółem";"2020";289445717,56;"zł";"";
1200000;"MAŁOPOLSKIE";"ogółem";"2021";224177813,74;"zł";"";
1200000;"MAŁOPOLSKIE";"ogółem";"2022";233766440,79;"zł";"";
1200000;"MAŁOPOLSKIE";"ogółem";"2023";256897655,34;"zł";"";
1400000;"MAZOWIECKIE";"ogółem";"1999";51949272;"zł";"";
1400000;"MAZOWIECKIE";"ogółem";"2000";58887364;"zł";"";
1400000;"MAZOWIECKIE";"ogółem";"2001";132577834;"zł";"";
1400000;"MAZOWIECKIE";"ogółem";"2002";77927346;"zł";"";
1400000;"MAZOWIECKIE";"ogółem";"2003";79142860;"zł";"";
1400000;"MAZOWIECKIE";"ogółem";"2004";85670870;"zł";"";
1400000;"MAZOWIECKIE";"ogółem";"2005";254668510;"zł";"";
1400000;"MAZOWIECKIE";"ogółem";"2006";296240511,57;"zł";"";
1400000;"MAZOWIECKIE";"ogółem";"2007";304467469,02;"zł";"";
1400000;"MAZOWIECKIE";"ogółem";"2008";261555041,30;"zł";"";
1400000;"MAZOWIECKIE";"ogółem";"2009";345788959,53;"zł";"";
1400000;"MAZOWIECKIE";"ogółem";"2010";141088645,50;"zł";"";
1400000;"MAZOWIECKIE";"ogółem";"2011";149680150,69;"zł";"";
1400000;"MAZOWIECKIE";"ogółem";"2012";115055725,01;"zł";"";
1400000;"MAZOWIECKIE";"ogółem";"2013";138601601,82;"zł";"";
1400000;"MAZOWIECKIE";"ogółem";"2014";107853019,22;"zł";"";
1400000;"MAZOWIECKIE";"ogółem";"2015";331210143,04;"zł";"";
1400000;"MAZOWIECKIE";"ogółem";"2016";190527943,39;"zł";"";
1400000;"MAZOWIECKIE";"ogółem";"2017";239587324,74;"zł";"";
1400000;"MAZOWIECKIE";"ogółem";"2018";276396980,92;"zł";"";
1400000;"MAZOWIECKIE";"ogółem";"2019";365869862,62;"zł";"";
1400000;"MAZOWIECKIE";"ogółem";"2020";605390412,56;"zł";"";
1400000;"MAZOWIECKIE";"ogółem";"2021";709060115,24;"zł";"";
1400000;"MAZOWIECKIE";"ogółem";"2022";746878531,85;"zł";"";
1400000;"MAZOWIECKIE";"ogółem";"2023";857225121,41;"zł";"";
1600000;"OPOLSKIE";"ogółem";"1999";5730968;"zł";"";
1600000;"OPOLSKIE";"ogółem";"2000";4631014;"zł";"";
1600000;"OPOLSKIE";"ogółem";"2001";9355239;"zł";"";
1600000;"OPOLSKIE";"ogółem";"2002";8220994;"zł";"";
1600000;"OPOLSKIE";"ogółem";"2003";13044717;"zł";"";
1600000;"OPOLSKIE";"ogółem";"2004";11612870;"zł";"";
1600000;"OPOLSKIE";"ogółem";"2005";24211364;"zł";"";
1600000;"OPOLSKIE";"ogółem";"2006";21519507,60;"zł";"";
1600000;"OPOLSKIE";"ogółem";"2007";12679882,12;"zł";"";
1600000;"OPOLSKIE";"ogółem";"2008";16279681,33;"zł";"";
1600000;"OPOLSKIE";"ogółem";"2009";66677980,25;"zł";"";
1600000;"OPOLSKIE";"ogółem";"2010";34615485,24;"zł";"";
1600000;"OPOLSKIE";"ogółem";"2011";3816587,17;"zł";"";
1600000;"OPOLSKIE";"ogółem";"2012";13191683,30;"zł";"";
1600000;"OPOLSKIE";"ogółem";"2013";16248309,95;"zł";"";
1600000;"OPOLSKIE";"ogółem";"2014";5344018,94;"zł";"";
1600000;"OPOLSKIE";"ogółem";"2015";2647459,61;"zł";"";
1600000;"OPOLSKIE";"ogółem";"2016";5585716,77;"zł";"";
1600000;"OPOLSKIE";"ogółem";"2017";5139543,46;"zł";"";
1600000;"OPOLSKIE";"ogółem";"2018";15076213,89;"zł";"";
1600000;"OPOLSKIE";"ogółem";"2019";13661309,50;"zł";"";
1600000;"OPOLSKIE";"ogółem";"2020";56370221,18;"zł";"";
1600000;"OPOLSKIE";"ogółem";"2021";43909070,21;"zł";"";
1600000;"OPOLSKIE";"ogółem";"2022";81408127,80;"zł";"";
1600000;"OPOLSKIE";"ogółem";"2023";61641422,13;"zł";"";
1800000;"PODKARPACKIE";"ogółem";"1999";76071148;"zł";"";
1800000;"PODKARPACKIE";"ogółem";"2000";19443897;"zł";"";
1800000;"PODKARPACKIE";"ogółem";"2001";42928808;"zł";"";
1800000;"PODKARPACKIE";"ogółem";"2002";23601333;"zł";"";
1800000;"PODKARPACKIE";"ogółem";"2003";12424435;"zł";"";
1800000;"PODKARPACKIE";"ogółem";"2004";18697359;"zł";"";
1800000;"PODKARPACKIE";"ogółem";"2005";25281239;"zł";"";
1800000;"PODKARPACKIE";"ogółem";"2006";32294496,06;"zł";"";
1800000;"PODKARPACKIE";"ogółem";"2007";24857054,47;"zł";"";
1800000;"PODKARPACKIE";"ogółem";"2008";39336837,57;"zł";"";
1800000;"PODKARPACKIE";"ogółem";"2009";38013310,94;"zł";"";
1800000;"PODKARPACKIE";"ogółem";"2010";37250160,82;"zł";"";
1800000;"PODKARPACKIE";"ogółem";"2011";61568848,22;"zł";"";
1800000;"PODKARPACKIE";"ogółem";"2012";62466312,95;"zł";"";
1800000;"PODKARPACKIE";"ogółem";"2013";50820082,17;"zł";"";
1800000;"PODKARPACKIE";"ogółem";"2014";46107882,18;"zł";"";
1800000;"PODKARPACKIE";"ogółem";"2015";32266634,15;"zł";"";
1800000;"PODKARPACKIE";"ogółem";"2016";50265435,61;"zł";"";
1800000;"PODKARPACKIE";"ogółem";"2017";82260038,39;"zł";"";
1800000;"PODKARPACKIE";"ogółem";"2018";45589290,27;"zł";"";
1800000;"PODKARPACKIE";"ogółem";"2019";75139721,97;"zł";"";
1800000;"PODKARPACKIE";"ogółem";"2020";102598362,37;"zł";"";
1800000;"PODKARPACKIE";"ogółem";"2021";91614328,23;"zł";"";
1800000;"PODKARPACKIE";"ogółem";"2022";126783331,88;"zł";"";
1800000;"PODKARPACKIE";"ogółem";"2023";163735805,00;"zł";"";
2000000;"PODLASKIE";"ogółem";"1999";29842342;"zł";"";
2000000;"PODLASKIE";"ogółem";"2000";14626226;"zł";"";
2000000;"PODLASKIE";"ogółem";"2001";24663322;"zł";"";
2000000;"PODLASKIE";"ogółem";"2002";27101567;"zł";"";
2000000;"PODLASKIE";"ogółem";"2003";19256421;"zł";"";
2000000;"PODLASKIE";"ogółem";"2004";17606190;"zł";"";
2000000;"PODLASKIE";"ogółem";"2005";11933090;"zł";"";
2000000;"PODLASKIE";"ogółem";"2006";20360988,28;"zł";"";
2000000;"PODLASKIE";"ogółem";"2007";13259777,28;"zł";"";
2000000;"PODLASKIE";"ogółem";"2008";38057780,25;"zł";"";
2000000;"PODLASKIE";"ogółem";"2009";40056876,94;"zł";"";
2000000;"PODLASKIE";"ogółem";"2010";19547762,09;"zł";"";
2000000;"PODLASKIE";"ogółem";"2011";29598796,07;"zł";"";
2000000;"PODLASKIE";"ogółem";"2012";21906652,09;"zł";"";
2000000;"PODLASKIE";"ogółem";"2013";59554933,13;"zł";"";
2000000;"PODLASKIE";"ogółem";"2014";50391204,48;"zł";"";
2000000;"PODLASKIE";"ogółem";"2015";88704551,49;"zł";"";
2000000;"PODLASKIE";"ogółem";"2016";38646040,01;"zł";"";
2000000;"PODLASKIE";"ogółem";"2017";32173659,19;"zł";"";
2000000;"PODLASKIE";"ogółem";"2018";40938368,41;"zł";"";
2000000;"PODLASKIE";"ogółem";"2019";77627545,11;"zł";"";
2000000;"PODLASKIE";"ogółem";"2020";76193307,21;"zł";"";
2000000;"PODLASKIE";"ogółem";"2021";78668096,32;"zł";"";
2000000;"PODLASKIE";"ogółem";"2022";90076108,25;"zł";"";
2000000;"PODLASKIE";"ogółem";"2023";95087909,40;"zł";"";
2200000;"POMORSKIE";"ogółem";"1999";18160445;"zł";"";
2200000;"POMORSKIE";"ogółem";"2000";34892769;"zł";"";
2200000;"POMORSKIE";"ogółem";"2001";44605664;"zł";"";
2200000;"POMORSKIE";"ogółem";"2002";28359744;"zł";"";
2200000;"POMORSKIE";"ogółem";"2003";27337696;"zł";"";
2200000;"POMORSKIE";"ogółem";"2004";33835141;"zł";"";
2200000;"POMORSKIE";"ogółem";"2005";43064568;"zł";"";
2200000;"POMORSKIE";"ogółem";"2006";65076799,72;"zł";"";
2200000;"POMORSKIE";"ogółem";"2007";79882075,56;"zł";"";
2200000;"POMORSKIE";"ogółem";"2008";146726001,26;"zł";"";
2200000;"POMORSKIE";"ogółem";"2009";133733151,94;"zł";"";
2200000;"POMORSKIE";"ogółem";"2010";137125426,04;"zł";"";
2200000;"POMORSKIE";"ogółem";"2011";159561596,65;"zł";"";
2200000;"POMORSKIE";"ogółem";"2012";118664955,43;"zł";"";
2200000;"POMORSKIE";"ogółem";"2013";90505797,26;"zł";"";
2200000;"POMORSKIE";"ogółem";"2014";51267740,80;"zł";"";
2200000;"POMORSKIE";"ogółem";"2015";41244890,36;"zł";"";
2200000;"POMORSKIE";"ogółem";"2016";30457873,76;"zł";"";
2200000;"POMORSKIE";"ogółem";"2017";85676298,42;"zł";"";
2200000;"POMORSKIE";"ogółem";"2018";64697853,62;"zł";"";
2200000;"POMORSKIE";"ogółem";"2019";132258703,26;"zł";"";
2200000;"POMORSKIE";"ogółem";"2020";127541821,72;"zł";"";
2200000;"POMORSKIE";"ogółem";"2021";172539992,42;"zł";"";
2200000;"POMORSKIE";"ogółem";"2022";179632790,92;"zł";"";
2200000;"POMORSKIE";"ogółem";"2023";297811263,74;"zł";"";
2400000;"ŚLĄSKIE";"ogółem";"1999";66766608;"zł";"";
2400000;"ŚLĄSKIE";"ogółem";"2000";101455552;"zł";"";
2400000;"ŚLĄSKIE";"ogółem";"2001";111077992;"zł";"";
2400000;"ŚLĄSKIE";"ogółem";"2002";63417340;"zł";"";
2400000;"ŚLĄSKIE";"ogółem";"2003";60040733;"zł";"";
2400000;"ŚLĄSKIE";"ogółem";"2004";54350209;"zł";"";
2400000;"ŚLĄSKIE";"ogółem";"2005";127262100;"zł";"";
2400000;"ŚLĄSKIE";"ogółem";"2006";66876540,13;"zł";"";
2400000;"ŚLĄSKIE";"ogółem";"2007";68982629,64;"zł";"";
2400000;"ŚLĄSKIE";"ogółem";"2008";133405014,16;"zł";"";
2400000;"ŚLĄSKIE";"ogółem";"2009";156442751,14;"zł";"";
2400000;"ŚLĄSKIE";"ogółem";"2010";75597002,91;"zł";"";
2400000;"ŚLĄSKIE";"ogółem";"2011";67903294,94;"zł";"";
2400000;"ŚLĄSKIE";"ogółem";"2012";123272678,58;"zł";"";
2400000;"ŚLĄSKIE";"ogółem";"2013";109417560,27;"zł";"";
2400000;"ŚLĄSKIE";"ogółem";"2014";91610493,53;"zł";"";
2400000;"ŚLĄSKIE";"ogółem";"2015";55535008,14;"zł";"";
2400000;"ŚLĄSKIE";"ogółem";"2016";60179593,09;"zł";"";
2400000;"ŚLĄSKIE";"ogółem";"2017";65030734,40;"zł";"";
2400000;"ŚLĄSKIE";"ogółem";"2018";99713249,74;"zł";"";
2400000;"ŚLĄSKIE";"ogółem";"2019";106112373,09;"zł";"";
2400000;"ŚLĄSKIE";"ogółem";"2020";163899295,80;"zł";"";
2400000;"ŚLĄSKIE";"ogółem";"2021";135658571,78;"zł";"";
2400000;"ŚLĄSKIE";"ogółem";"2022";245047671,76;"zł";"";
2400000;"ŚLĄSKIE";"ogółem";"2023";286107367,41;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"ogółem";"1999";41540003;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"ogółem";"2000";89996228;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"ogółem";"2001";59350821;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"ogółem";"2002";40554239;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"ogółem";"2003";39760343;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"ogółem";"2004";16558860;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"ogółem";"2005";15247450;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"ogółem";"2006";21751368,04;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"ogółem";"2007";24771953,92;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"ogółem";"2008";42117153,31;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"ogółem";"2009";69095067,63;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"ogółem";"2010";35907230,31;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"ogółem";"2011";28405385,60;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"ogółem";"2012";31257223,30;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"ogółem";"2013";37645595,42;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"ogółem";"2014";47806497,25;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"ogółem";"2015";22433714,67;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"ogółem";"2016";21752713,72;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"ogółem";"2017";17178862,87;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"ogółem";"2018";28874300,55;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"ogółem";"2019";41977642,50;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"ogółem";"2020";53986075,74;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"ogółem";"2021";55540124,95;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"ogółem";"2022";68279609,71;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"ogółem";"2023";93693181,93;"zł";"";
2800000;"WARMIŃSKO-MAZURSKIE";"ogółem";"1999";6997479;"zł";"";
2800000;"WARMIŃSKO-MAZURSKIE";"ogółem";"2000";5841227;"zł";"";
2800000;"WARMIŃSKO-MAZURSKIE";"ogółem";"2001";18948340;"zł";"";
2800000;"WARMIŃSKO-MAZURSKIE";"ogółem";"2002";10609130;"zł";"";
2800000;"WARMIŃSKO-MAZURSKIE";"ogółem";"2003";25601110;"zł";"";
2800000;"WARMIŃSKO-MAZURSKIE";"ogółem";"2004";19712176;"zł";"";
2800000;"WARMIŃSKO-MAZURSKIE";"ogółem";"2005";20232928;"zł";"";
2800000;"WARMIŃSKO-MAZURSKIE";"ogółem";"2006";11950591,73;"zł";"";
2800000;"WARMIŃSKO-MAZURSKIE";"ogółem";"2007";14781892,58;"zł";"";
2800000;"WARMIŃSKO-MAZURSKIE";"ogółem";"2008";15327758,20;"zł";"";
2800000;"WARMIŃSKO-MAZURSKIE";"ogółem";"2009";19077368,04;"zł";"";
2800000;"WARMIŃSKO-MAZURSKIE";"ogółem";"2010";15359643,63;"zł";"";
2800000;"WARMIŃSKO-MAZURSKIE";"ogółem";"2011";10613599,63;"zł";"";
2800000;"WARMIŃSKO-MAZURSKIE";"ogółem";"2012";16008544,61;"zł";"";
2800000;"WARMIŃSKO-MAZURSKIE";"ogółem";"2013";8531168,12;"zł";"";
2800000;"WARMIŃSKO-MAZURSKIE";"ogółem";"2014";9622584,02;"zł";"";
2800000;"WARMIŃSKO-MAZURSKIE";"ogółem";"2015";7089334,30;"zł";"";
2800000;"WARMIŃSKO-MAZURSKIE";"ogółem";"2016";3831323,08;"zł";"";
2800000;"WARMIŃSKO-MAZURSKIE";"ogółem";"2017";7290223,00;"zł";"";
2800000;"WARMIŃSKO-MAZURSKIE";"ogółem";"2018";12660007,97;"zł";"";
2800000;"WARMIŃSKO-MAZURSKIE";"ogółem";"2019";18942597,68;"zł";"";
2800000;"WARMIŃSKO-MAZURSKIE";"ogółem";"2020";27590620,68;"zł";"";
2800000;"WARMIŃSKO-MAZURSKIE";"ogółem";"2021";57161384,53;"zł";"";
2800000;"WARMIŃSKO-MAZURSKIE";"ogółem";"2022";36825576,14;"zł";"";
2800000;"WARMIŃSKO-MAZURSKIE";"ogółem";"2023";44537505,60;"zł";"";
