"Kod";"Nazwa";"Rodzaje wydatków";"Rok";"Wartosc";"Jednostka miary";"Atrybut";
1400000;"MAZOWIECKIE";"ogółem";"2010";5760884,52;"zł";"";
1400000;"MAZOWIECKIE";"ogółem";"2011";14157330,08;"zł";"";
1400000;"MAZOWIECKIE";"ogółem";"2012";19685431,79;"zł";"";
1400000;"MAZOWIECKIE";"ogółem";"2013";17892429,25;"zł";"";
1400000;"MAZOWIECKIE";"ogółem";"2014";14874196,74;"zł";"";
1400000;"MAZOWIECKIE";"ogółem";"2015";23303978,27;"zł";"";
1400000;"MAZOWIECKIE";"ogółem";"2016";23256386,82;"zł";"";
1400000;"MAZOWIECKIE";"ogółem";"2017";18414341,83;"zł";"";
1400000;"MAZOWIECKIE";"ogółem";"2018";19455947,92;"zł";"";
1400000;"MAZOWIECKIE";"ogółem";"2019";30599655,16;"zł";"";
1400000;"MAZOWIECKIE";"ogółem";"2020";31448668,79;"zł";"";
1400000;"MAZOWIECKIE";"ogółem";"2021";30601672,52;"zł";"";
1400000;"MAZOWIECKIE";"ogółem";"2022";47755103,32;"zł";"";
1400000;"MAZOWIECKIE";"ogółem";"2023";53946284,71;"zł";"";
1600000;"OPOLSKIE";"ogółem";"2001";187760;"zł";"";
1600000;"OPOLSKIE";"ogółem";"2002";186885;"zł";"";
1600000;"OPOLSKIE";"ogółem";"2003";233911;"zł";"";
1600000;"OPOLSKIE";"ogółem";"2004";451631;"zł";"";
1600000;"OPOLSKIE";"ogółem";"2005";249586;"zł";"";
1600000;"OPOLSKIE";"ogółem";"2006";375516,92;"zł";"";
1600000;"OPOLSKIE";"ogółem";"2007";366450,70;"zł";"";
1600000;"OPOLSKIE";"ogółem";"2008";509855,23;"zł";"";
1600000;"OPOLSKIE";"ogółem";"2009";308337,83;"zł";"";
1600000;"OPOLSKIE";"ogółem";"2010";243510,26;"zł";"";
1600000;"OPOLSKIE";"ogółem";"2011";295104,72;"zł";"";
1600000;"OPOLSKIE";"ogółem";"2012";164821,03;"zł";"";
1600000;"OPOLSKIE";"ogółem";"2013";230166,31;"zł";"";
1600000;"OPOLSKIE";"ogółem";"2014";315050,96;"zł";"";
1600000;"OPOLSKIE";"ogółem";"2015";4433203,89;"zł";"";
1600000;"OPOLSKIE";"ogółem";"2016";2333768,11;"zł";"";
1600000;"OPOLSKIE";"ogółem";"2017";1292861,55;"zł";"";
1600000;"OPOLSKIE";"ogółem";"2018";6883010,07;"zł";"";
1600000;"OPOLSKIE";"ogółem";"2019";2235082,66;"zł";"";
1600000;"OPOLSKIE";"ogółem";"2020";2150921,25;"zł";"";
1600000;"OPOLSKIE";"ogółem";"2021";9367141,16;"zł";"";
1600000;"OPOLSKIE";"ogółem";"2022";4826892,03;"zł";"";
1600000;"OPOLSKIE";"ogółem";"2023";3610154,24;"zł";"";
1800000;"PODKARPACKIE";"ogółem";"2001";535450;"zł";"";
1800000;"PODKARPACKIE";"ogółem";"2002";1044686;"zł";"";
1800000;"PODKARPACKIE";"ogółem";"2003";8738840;"zł";"";
1800000;"PODKARPACKIE";"ogółem";"2004";1325583;"zł";"";
1800000;"PODKARPACKIE";"ogółem";"2005";4775512;"zł";"";
1800000;"PODKARPACKIE";"ogółem";"2006";2292770,21;"zł";"";
1800000;"PODKARPACKIE";"ogółem";"2007";782550,94;"zł";"";
1800000;"PODKARPACKIE";"ogółem";"2008";670235,73;"zł";"";
1800000;"PODKARPACKIE";"ogółem";"2009";33300438,46;"zł";"";
1800000;"PODKARPACKIE";"ogółem";"2010";431816,35;"zł";"";
1800000;"PODKARPACKIE";"ogółem";"2011";1206181,89;"zł";"";
1800000;"PODKARPACKIE";"ogółem";"2012";528312,36;"zł";"";
1800000;"PODKARPACKIE";"ogółem";"2013";557345,37;"zł";"";
1800000;"PODKARPACKIE";"ogółem";"2014";922289,88;"zł";"";
1800000;"PODKARPACKIE";"ogółem";"2015";703589,79;"zł";"";
1800000;"PODKARPACKIE";"ogółem";"2016";1851729,09;"zł";"";
1800000;"PODKARPACKIE";"ogółem";"2017";1232050,34;"zł";"";
1800000;"PODKARPACKIE";"ogółem";"2018";639895,81;"zł";"";
1800000;"PODKARPACKIE";"ogółem";"2019";1007166,76;"zł";"";
1800000;"PODKARPACKIE";"ogółem";"2020";2475475,52;"zł";"";
1800000;"PODKARPACKIE";"ogółem";"2021";2221236,88;"zł";"";
1800000;"PODKARPACKIE";"ogółem";"2022";7034408,53;"zł";"";
1800000;"PODKARPACKIE";"ogółem";"2023";21164132,74;"zł";"";
2000000;"PODLASKIE";"ogółem";"2001";64572;"zł";"";
2000000;"PODLASKIE";"ogółem";"2002";149978;"zł";"";
2000000;"PODLASKIE";"ogółem";"2003";2336170;"zł";"";
2000000;"PODLASKIE";"ogółem";"2004";10182540;"zł";"";
2000000;"PODLASKIE";"ogółem";"2005";376382;"zł";"";
2000000;"PODLASKIE";"ogółem";"2006";318781,15;"zł";"";
2000000;"PODLASKIE";"ogółem";"2007";713926,36;"zł";"";
2000000;"PODLASKIE";"ogółem";"2008";593302,00;"zł";"";
2000000;"PODLASKIE";"ogółem";"2009";578095,99;"zł";"";
2000000;"PODLASKIE";"ogółem";"2010";276362,92;"zł";"";
2000000;"PODLASKIE";"ogółem";"2011";362207,34;"zł";"";
2000000;"PODLASKIE";"ogółem";"2012";497401,68;"zł";"";
2000000;"PODLASKIE";"ogółem";"2013";348850,53;"zł";"";
2000000;"PODLASKIE";"ogółem";"2014";2882771,44;"zł";"";
2000000;"PODLASKIE";"ogółem";"2015";1057540,04;"zł";"";
2000000;"PODLASKIE";"ogółem";"2016";1817754,13;"zł";"";
2000000;"PODLASKIE";"ogółem";"2017";326268,49;"zł";"";
2000000;"PODLASKIE";"ogółem";"2018";419614,54;"zł";"";
2000000;"PODLASKIE";"ogółem";"2019";2066105,01;"zł";"";
2000000;"PODLASKIE";"ogółem";"2020";1804541,34;"zł";"";
2000000;"PODLASKIE";"ogółem";"2021";8369382,68;"zł";"";
2000000;"PODLASKIE";"ogółem";"2022";3218412,75;"zł";"";
2000000;"PODLASKIE";"ogółem";"2023";3703093,05;"zł";"";
2200000;"POMORSKIE";"ogółem";"2001";569856;"zł";"";
2200000;"POMORSKIE";"ogółem";"2002";1210543;"zł";"";
2200000;"POMORSKIE";"ogółem";"2003";4036764;"zł";"";
2200000;"POMORSKIE";"ogółem";"2004";1896073;"zł";"";
2200000;"POMORSKIE";"ogółem";"2005";1172318;"zł";"";
2200000;"POMORSKIE";"ogółem";"2006";1994805,06;"zł";"";
2200000;"POMORSKIE";"ogółem";"2007";1694718,11;"zł";"";
2200000;"POMORSKIE";"ogółem";"2008";1006625,96;"zł";"";
2200000;"POMORSKIE";"ogółem";"2009";1868891,46;"zł";"";
2200000;"POMORSKIE";"ogółem";"2010";36444136,08;"zł";"";
2200000;"POMORSKIE";"ogółem";"2011";12122399,87;"zł";"";
2200000;"POMORSKIE";"ogółem";"2012";63884434,88;"zł";"";
2200000;"POMORSKIE";"ogółem";"2013";31115061,00;"zł";"";
2200000;"POMORSKIE";"ogółem";"2014";20566792,99;"zł";"";
2200000;"POMORSKIE";"ogółem";"2015";7369897,44;"zł";"";
2200000;"POMORSKIE";"ogółem";"2016";17003641,86;"zł";"";
2200000;"POMORSKIE";"ogółem";"2017";22460652,82;"zł";"";
2200000;"POMORSKIE";"ogółem";"2018";23850798,52;"zł";"";
2200000;"POMORSKIE";"ogółem";"2019";17241601,62;"zł";"";
2200000;"POMORSKIE";"ogółem";"2020";37234283,01;"zł";"";
2200000;"POMORSKIE";"ogółem";"2021";26850501,94;"zł";"";
2200000;"POMORSKIE";"ogółem";"2022";11188701,10;"zł";"";
2200000;"POMORSKIE";"ogółem";"2023";19895053,36;"zł";"";
2400000;"ŚLĄSKIE";"ogółem";"2001";104526;"zł";"";
2400000;"ŚLĄSKIE";"ogółem";"2002";66370;"zł";"";
2400000;"ŚLĄSKIE";"ogółem";"2003";1495897;"zł";"";
2400000;"ŚLĄSKIE";"ogółem";"2004";6705112;"zł";"";
2400000;"ŚLĄSKIE";"ogółem";"2005";9640436;"zł";"";
2400000;"ŚLĄSKIE";"ogółem";"2006";4446840,38;"zł";"";
2400000;"ŚLĄSKIE";"ogółem";"2007";5892521,31;"zł";"";
2400000;"ŚLĄSKIE";"ogółem";"2008";7036548,69;"zł";"";
2400000;"ŚLĄSKIE";"ogółem";"2009";7387696,46;"zł";"";
2400000;"ŚLĄSKIE";"ogółem";"2010";6557937,09;"zł";"";
2400000;"ŚLĄSKIE";"ogółem";"2011";5692087,01;"zł";"";
2400000;"ŚLĄSKIE";"ogółem";"2012";5906094,77;"zł";"";
2400000;"ŚLĄSKIE";"ogółem";"2013";6171152,20;"zł";"";
2400000;"ŚLĄSKIE";"ogółem";"2014";6909643,75;"zł";"";
2400000;"ŚLĄSKIE";"ogółem";"2015";6148879,87;"zł";"";
2400000;"ŚLĄSKIE";"ogółem";"2016";11127980,70;"zł";"";
2400000;"ŚLĄSKIE";"ogółem";"2017";6463661,87;"zł";"";
2400000;"ŚLĄSKIE";"ogółem";"2018";15788925,18;"zł";"";
2400000;"ŚLĄSKIE";"ogółem";"2019";17493150,71;"zł";"";
2400000;"ŚLĄSKIE";"ogółem";"2020";18267910,24;"zł";"";
2400000;"ŚLĄSKIE";"ogółem";"2021";11597940,81;"zł";"";
2400000;"ŚLĄSKIE";"ogółem";"2022";12441789,66;"zł";"";
2400000;"ŚLĄSKIE";"ogółem";"2023";11066297,82;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"ogółem";"2001";461339;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"ogółem";"2002";45474;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"ogółem";"2003";30312;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"ogółem";"2004";34188;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"ogółem";"2005";87339;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"ogółem";"2006";59516,55;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"ogółem";"2007";31100,86;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"ogółem";"2008";174041,93;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"ogółem";"2009";44149,18;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"ogółem";"2010";530003,18;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"ogółem";"2011";37646,84;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"ogółem";"2012";70433,52;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"ogółem";"2013";529740,48;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"ogółem";"2014";550969,99;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"ogółem";"2015";297964,99;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"ogółem";"2016";125634,01;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"ogółem";"2017";759213,68;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"ogółem";"2018";2201125,45;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"ogółem";"2019";6324177,04;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"ogółem";"2020";5664330,59;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"ogółem";"2021";4871639,06;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"ogółem";"2022";9172177,58;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"ogółem";"2023";7869051,07;"zł";"";
2800000;"WARMIŃSKO-MAZURSKIE";"ogółem";"2001";294169;"zł";"";
2800000;"WARMIŃSKO-MAZURSKIE";"ogółem";"2002";2685829;"zł";"";
2800000;"WARMIŃSKO-MAZURSKIE";"ogółem";"2003";1222607;"zł";"";
2800000;"WARMIŃSKO-MAZURSKIE";"ogółem";"2004";787383;"zł";"";
2800000;"WARMIŃSKO-MAZURSKIE";"ogółem";"2005";707973;"zł";"";
2800000;"WARMIŃSKO-MAZURSKIE";"ogółem";"2006";351822,78;"zł";"";
2800000;"WARMIŃSKO-MAZURSKIE";"ogółem";"2007";714780,14;"zł";"";
2800000;"WARMIŃSKO-MAZURSKIE";"ogółem";"2008";606260,02;"zł";"";
2800000;"WARMIŃSKO-MAZURSKIE";"ogółem";"2009";676713,46;"zł";"";
2800000;"WARMIŃSKO-MAZURSKIE";"ogółem";"2010";7792695,19;"zł";"";
2800000;"WARMIŃSKO-MAZURSKIE";"ogółem";"2011";14012794,10;"zł";"";
2800000;"WARMIŃSKO-MAZURSKIE";"ogółem";"2012";16537972,94;"zł";"";
2800000;"WARMIŃSKO-MAZURSKIE";"ogółem";"2013";5255906,65;"zł";"";
2800000;"WARMIŃSKO-MAZURSKIE";"ogółem";"2014";1081024,51;"zł";"";
2800000;"WARMIŃSKO-MAZURSKIE";"ogółem";"2015";1697997,11;"zł";"";
2800000;"WARMIŃSKO-MAZURSKIE";"ogółem";"2016";1518075,74;"zł";"";
2800000;"WARMIŃSKO-MAZURSKIE";"ogółem";"2017";1496385,95;"zł";"";
2800000;"WARMIŃSKO-MAZURSKIE";"ogółem";"2018";9729312,50;"zł";"";
2800000;"WARMIŃSKO-MAZURSKIE";"ogółem";"2019";10693162,69;"zł";"";
2800000;"WARMIŃSKO-MAZURSKIE";"ogółem";"2020";12104386,89;"zł";"";
2800000;"WARMIŃSKO-MAZURSKIE";"ogółem";"2021";8390880,02;"zł";"";
2800000;"WARMIŃSKO-MAZURSKIE";"ogółem";"2022";11549343,16;"zł";"";
2800000;"WARMIŃSKO-MAZURSKIE";"ogółem";"2023";17343079,96;"zł";"";
3000000;"WIELKOPOLSKIE";"ogółem";"2001";177269;"zł";"";
3000000;"WIELKOPOLSKIE";"ogółem";"2002";295291;"zł";"";
3000000;"WIELKOPOLSKIE";"ogółem";"2003";1155766;"zł";"";
3000000;"WIELKOPOLSKIE";"ogółem";"2004";914299;"zł";"";
3000000;"WIELKOPOLSKIE";"ogółem";"2005";2502749;"zł";"";
3000000;"WIELKOPOLSKIE";"ogółem";"2006";5596442,81;"zł";"";
3000000;"WIELKOPOLSKIE";"ogółem";"2007";6134426,87;"zł";"";
3000000;"WIELKOPOLSKIE";"ogółem";"2008";4665821,41;"zł";"";
3000000;"WIELKOPOLSKIE";"ogółem";"2009";258334481,55;"zł";"";
3000000;"WIELKOPOLSKIE";"ogółem";"2010";3825380,32;"zł";"";
3000000;"WIELKOPOLSKIE";"ogółem";"2011";4103466,74;"zł";"";
3000000;"WIELKOPOLSKIE";"ogółem";"2012";2239238,03;"zł";"";
3000000;"WIELKOPOLSKIE";"ogółem";"2013";888055,35;"zł";"";
3000000;"WIELKOPOLSKIE";"ogółem";"2014";1039536,01;"zł";"";
3000000;"WIELKOPOLSKIE";"ogółem";"2015";1293358,47;"zł";"";
3000000;"WIELKOPOLSKIE";"ogółem";"2016";5654938,30;"zł";"";
3000000;"WIELKOPOLSKIE";"ogółem";"2017";954869,58;"zł";"";
3000000;"WIELKOPOLSKIE";"ogółem";"2018";12297578,35;"zł";"";
3000000;"WIELKOPOLSKIE";"ogółem";"2019";968997,46;"zł";"";
3000000;"WIELKOPOLSKIE";"ogółem";"2020";2146818,22;"zł";"";
3000000;"WIELKOPOLSKIE";"ogółem";"2021";3589815,40;"zł";"";
3000000;"WIELKOPOLSKIE";"ogółem";"2022";4189166,57;"zł";"";
3000000;"WIELKOPOLSKIE";"ogółem";"2023";6472926,85;"zł";"";
3200000;"ZACHODNIOPOMORSKIE";"ogółem";"2001";189999;"zł";"";
3200000;"ZACHODNIOPOMORSKIE";"ogółem";"2002";159180;"zł";"";
3200000;"ZACHODNIOPOMORSKIE";"ogółem";"2003";346651;"zł";"";
3200000;"ZACHODNIOPOMORSKIE";"ogółem";"2004";603587;"zł";"";
3200000;"ZACHODNIOPOMORSKIE";"ogółem";"2005";454306;"zł";"";
3200000;"ZACHODNIOPOMORSKIE";"ogółem";"2006";1284122,58;"zł";"";
3200000;"ZACHODNIOPOMORSKIE";"ogółem";"2007";2529538,05;"zł";"";
