"Kod";"Nazwa";"Wiek";"Płeć";"Rok";"Wartosc";"Jednostka miary";"Atrybut";
0200000;"DOLNOŚLĄSKIE";"15-19";"mężczyźni";"2000";129688;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"15-19";"mężczyźni";"2001";127010;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"15-19";"mężczyźni";"2002";122363;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"15-19";"mężczyźni";"2003";116194;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"15-19";"mężczyźni";"2004";110189;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"15-19";"mężczyźni";"2005";104949;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"15-19";"mężczyźni";"2006";100988;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"15-19";"mężczyźni";"2007";97050;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"15-19";"mężczyźni";"2008";93434;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"15-19";"mężczyźni";"2009";90027;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"15-19";"mężczyźni";"2010";86431;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"15-19";"mężczyźni";"2011";82368;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"15-19";"mężczyźni";"2012";79363;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"15-19";"mężczyźni";"2013";75978;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"15-19";"mężczyźni";"2014";72551;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"15-19";"mężczyźni";"2015";69823;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"15-19";"mężczyźni";"2016";67765;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"15-19";"mężczyźni";"2017";65917;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"15-19";"mężczyźni";"2018";64243;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"15-19";"mężczyźni";"2019";63638;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"15-19";"mężczyźni";"2020";62183;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"15-19";"mężczyźni";"2021";63279;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"15-19";"mężczyźni";"2022";65451;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"15-19";"mężczyźni";"2023";69299;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"15-19";"kobiety";"2000";124967;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"15-19";"kobiety";"2001";122079;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"15-19";"kobiety";"2002";117483;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"15-19";"kobiety";"2003";111444;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"15-19";"kobiety";"2004";105715;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"15-19";"kobiety";"2005";100693;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"15-19";"kobiety";"2006";96676;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"15-19";"kobiety";"2007";93007;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"15-19";"kobiety";"2008";89589;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"15-19";"kobiety";"2009";86529;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"15-19";"kobiety";"2010";83066;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"15-19";"kobiety";"2011";78681;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"15-19";"kobiety";"2012";75906;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"15-19";"kobiety";"2013";72728;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"15-19";"kobiety";"2014";69081;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"15-19";"kobiety";"2015";66803;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"15-19";"kobiety";"2016";64785;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"15-19";"kobiety";"2017";62528;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"15-19";"kobiety";"2018";60982;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"15-19";"kobiety";"2019";60447;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"15-19";"kobiety";"2020";59193;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"15-19";"kobiety";"2021";59995;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"15-19";"kobiety";"2022";62406;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"15-19";"kobiety";"2023";66289;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"20-24";"mężczyźni";"2000";125889;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"20-24";"mężczyźni";"2001";126642;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"20-24";"mężczyźni";"2002";128388;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"20-24";"mężczyźni";"2003";130823;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"20-24";"mężczyźni";"2004";131426;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"20-24";"mężczyźni";"2005";130297;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"20-24";"mężczyźni";"2006";127055;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"20-24";"mężczyźni";"2007";122050;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"20-24";"mężczyźni";"2008";115850;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"20-24";"mężczyźni";"2009";110239;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"20-24";"mężczyźni";"2010";106276;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"20-24";"mężczyźni";"2011";102763;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"20-24";"mężczyźni";"2012";97848;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"20-24";"mężczyźni";"2013";93951;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"20-24";"mężczyźni";"2014";90490;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"20-24";"mężczyźni";"2015";86177;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"20-24";"mężczyźni";"2016";82236;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"20-24";"mężczyźni";"2017";79224;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"20-24";"mężczyźni";"2018";75977;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"20-24";"mężczyźni";"2019";72422;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"20-24";"mężczyźni";"2020";72225;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"20-24";"mężczyźni";"2021";68862;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"20-24";"mężczyźni";"2022";65670;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"20-24";"mężczyźni";"2023";63145;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"20-24";"kobiety";"2000";121507;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"20-24";"kobiety";"2001";123213;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"20-24";"kobiety";"2002";125074;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"20-24";"kobiety";"2003";126985;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"20-24";"kobiety";"2004";127598;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"20-24";"kobiety";"2005";126222;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"20-24";"kobiety";"2006";123020;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"20-24";"kobiety";"2007";118574;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"20-24";"kobiety";"2008";112582;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"20-24";"kobiety";"2009";106838;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"20-24";"kobiety";"2010";103862;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"20-24";"kobiety";"2011";99995;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"20-24";"kobiety";"2012";95205;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"20-24";"kobiety";"2013";91317;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"20-24";"kobiety";"2014";87938;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"20-24";"kobiety";"2015";83468;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"20-24";"kobiety";"2016";79237;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"20-24";"kobiety";"2017";76478;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"20-24";"kobiety";"2018";73191;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"20-24";"kobiety";"2019";69397;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"20-24";"kobiety";"2020";71257;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"20-24";"kobiety";"2021";68006;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"20-24";"kobiety";"2022";64337;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"20-24";"kobiety";"2023";61552;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"25-29";"mężczyźni";"2000";106876;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"25-29";"mężczyźni";"2001";111787;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"25-29";"mężczyźni";"2002";115491;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"25-29";"mężczyźni";"2003";118406;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"25-29";"mężczyźni";"2004";121065;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"25-29";"mężczyźni";"2005";123474;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"25-29";"mężczyźni";"2006";124140;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"25-29";"mężczyźni";"2007";125732;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"25-29";"mężczyźni";"2008";128045;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"25-29";"mężczyźni";"2009";128967;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"25-29";"mężczyźni";"2010";128554;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"25-29";"mężczyźni";"2011";126468;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"25-29";"mężczyźni";"2012";122681;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"25-29";"mężczyźni";"2013";116750;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"25-29";"mężczyźni";"2014";110872;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"25-29";"mężczyźni";"2015";105870;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"25-29";"mężczyźni";"2016";102132;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"25-29";"mężczyźni";"2017";97552;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"25-29";"mężczyźni";"2018";93866;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"25-29";"mężczyźni";"2019";90542;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"25-29";"mężczyźni";"2020";92937;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"25-29";"mężczyźni";"2021";89100;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"25-29";"mężczyźni";"2022";85430;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"25-29";"mężczyźni";"2023";81319;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"25-29";"kobiety";"2000";103710;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"25-29";"kobiety";"2001";108355;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"25-29";"kobiety";"2002";111733;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"25-29";"kobiety";"2003";114757;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"25-29";"kobiety";"2004";117423;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"25-29";"kobiety";"2005";119921;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"25-29";"kobiety";"2006";121376;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"25-29";"kobiety";"2007";123533;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"25-29";"kobiety";"2008";125644;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"25-29";"kobiety";"2009";126585;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"25-29";"kobiety";"2010";125592;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"25-29";"kobiety";"2011";123836;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"25-29";"kobiety";"2012";120485;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"25-29";"kobiety";"2013";115032;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"25-29";"kobiety";"2014";109836;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"25-29";"kobiety";"2015";104877;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"25-29";"kobiety";"2016";100784;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"25-29";"kobiety";"2017";96026;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"25-29";"kobiety";"2018";92122;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"25-29";"kobiety";"2019";89113;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"25-29";"kobiety";"2020";91811;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"25-29";"kobiety";"2021";88167;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"25-29";"kobiety";"2022";85079;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"25-29";"kobiety";"2023";81202;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"30-34";"mężczyźni";"2000";86847;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"30-34";"mężczyźni";"2001";88839;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"30-34";"mężczyźni";"2002";92435;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"30-34";"mężczyźni";"2003";96392;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"30-34";"mężczyźni";"2004";100895;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"30-34";"mężczyźni";"2005";105756;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"30-34";"mężczyźni";"2006";110376;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"30-34";"mężczyźni";"2007";114133;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"30-34";"mężczyźni";"2008";117118;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"30-34";"mężczyźni";"2009";120044;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"30-34";"mężczyźni";"2010";124317;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"30-34";"mężczyźni";"2011";125111;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"30-34";"mężczyźni";"2012";126749;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"30-34";"mężczyźni";"2013";129664;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"30-34";"mężczyźni";"2014";130631;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"30-34";"mężczyźni";"2015";130043;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"30-34";"mężczyźni";"2016";127895;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"30-34";"mężczyźni";"2017";124083;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"30-34";"mężczyźni";"2018";118203;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"30-34";"mężczyźni";"2019";112852;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"30-34";"mężczyźni";"2020";110993;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"30-34";"mężczyźni";"2021";108560;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"30-34";"mężczyźni";"2022";105344;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"30-34";"mężczyźni";"2023";102439;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"30-34";"kobiety";"2000";84037;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"30-34";"kobiety";"2001";86048;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"30-34";"kobiety";"2002";89434;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"30-34";"kobiety";"2003";93524;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"30-34";"kobiety";"2004";97912;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"30-34";"kobiety";"2005";102835;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"30-34";"kobiety";"2006";107229;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"30-34";"kobiety";"2007";110730;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"30-34";"kobiety";"2008";113992;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"30-34";"kobiety";"2009";116770;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"30-34";"kobiety";"2010";120600;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"30-34";"kobiety";"2011";121973;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"30-34";"kobiety";"2012";123775;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"30-34";"kobiety";"2013";126100;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"30-34";"kobiety";"2014";127282;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"30-34";"kobiety";"2015";127146;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"30-34";"kobiety";"2016";125606;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"30-34";"kobiety";"2017";122437;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"30-34";"kobiety";"2018";117251;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"30-34";"kobiety";"2019";112272;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"30-34";"kobiety";"2020";108861;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"30-34";"kobiety";"2021";106144;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"30-34";"kobiety";"2022";103372;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"30-34";"kobiety";"2023";100875;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"35-39";"mężczyźni";"2000";93223;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"35-39";"mężczyźni";"2001";89721;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"35-39";"mężczyźni";"2002";87361;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"35-39";"mężczyźni";"2003";85601;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"35-39";"mężczyźni";"2004";84970;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"35-39";"mężczyźni";"2005";85504;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"35-39";"mężczyźni";"2006";87321;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"35-39";"mężczyźni";"2007";90780;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"35-39";"mężczyźni";"2008";94775;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"35-39";"mężczyźni";"2009";99319;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"35-39";"mężczyźni";"2010";106809;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"35-39";"mężczyźni";"2011";111558;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"35-39";"mężczyźni";"2012";115551;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"35-39";"mężczyźni";"2013";118444;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"35-39";"mężczyźni";"2014";121355;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"35-39";"mężczyźni";"2015";123492;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"35-39";"mężczyźni";"2016";124486;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"35-39";"mężczyźni";"2017";126327;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"35-39";"mężczyźni";"2018";129594;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"35-39";"mężczyźni";"2019";130917;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"35-39";"mężczyźni";"2020";131279;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"35-39";"mężczyźni";"2021";129312;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"35-39";"mężczyźni";"2022";125920;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"35-39";"mężczyźni";"2023";120674;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"35-39";"kobiety";"2000";93447;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"35-39";"kobiety";"2001";89330;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"35-39";"kobiety";"2002";86157;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"35-39";"kobiety";"2003";83833;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"35-39";"kobiety";"2004";82955;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"35-39";"kobiety";"2005";83270;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"35-39";"kobiety";"2006";85141;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"35-39";"kobiety";"2007";88534;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"35-39";"kobiety";"2008";92525;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"35-39";"kobiety";"2009";96998;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"35-39";"kobiety";"2010";103018;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"35-39";"kobiety";"2011";107685;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"35-39";"kobiety";"2012";111599;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"35-39";"kobiety";"2013";114799;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"35-39";"kobiety";"2014";117593;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"35-39";"kobiety";"2015";119848;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"35-39";"kobiety";"2016";121548;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"35-39";"kobiety";"2017";123603;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"35-39";"kobiety";"2018";126265;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"35-39";"kobiety";"2019";127928;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"35-39";"kobiety";"2020";127919;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"35-39";"kobiety";"2021";126255;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"35-39";"kobiety";"2022";123221;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"35-39";"kobiety";"2023";118295;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"40-44";"mężczyźni";"2000";122102;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"40-44";"mężczyźni";"2001";115999;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"40-44";"mężczyźni";"2002";108748;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"40-44";"mężczyźni";"2003";101661;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"40-44";"mężczyźni";"2004";95832;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"40-44";"mężczyźni";"2005";91128;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"40-44";"mężczyźni";"2006";87592;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"40-44";"mężczyźni";"2007";85204;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"40-44";"mężczyźni";"2008";83575;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"40-44";"mężczyźni";"2009";82965;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"40-44";"mężczyźni";"2010";85751;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"40-44";"mężczyźni";"2011";87788;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"40-44";"mężczyźni";"2012";91327;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"40-44";"mężczyźni";"2013";95541;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"40-44";"mężczyźni";"2014";100157;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"40-44";"mężczyźni";"2015";105202;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"40-44";"mężczyźni";"2016";110045;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"40-44";"mężczyźni";"2017";114076;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"40-44";"mężczyźni";"2018";117227;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"40-44";"mężczyźni";"2019";120205;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"40-44";"mężczyźni";"2020";123190;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"40-44";"mężczyźni";"2021";124202;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"40-44";"mężczyźni";"2022";126082;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"40-44";"mężczyźni";"2023";129260;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"40-44";"kobiety";"2000";124269;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"40-44";"kobiety";"2001";118125;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"40-44";"kobiety";"2002";110968;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"40-44";"kobiety";"2003";103633;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"40-44";"kobiety";"2004";97395;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"40-44";"kobiety";"2005";92267;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"40-44";"kobiety";"2006";88245;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"40-44";"kobiety";"2007";85116;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"40-44";"kobiety";"2008";82846;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"40-44";"kobiety";"2009";81967;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"40-44";"kobiety";"2010";83326;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"40-44";"kobiety";"2011";85342;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"40-44";"kobiety";"2012";88641;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"40-44";"kobiety";"2013";92719;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"40-44";"kobiety";"2014";97125;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"40-44";"kobiety";"2015";102061;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"40-44";"kobiety";"2016";106774;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"40-44";"kobiety";"2017";110740;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"40-44";"kobiety";"2018";114240;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"40-44";"kobiety";"2019";117134;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"40-44";"kobiety";"2020";120077;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"40-44";"kobiety";"2021";121743;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"40-44";"kobiety";"2022";123666;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"40-44";"kobiety";"2023";126419;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"45-49";"mężczyźni";"2000";127984;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"45-49";"mężczyźni";"2001";127975;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"45-49";"mężczyźni";"2002";126782;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"45-49";"mężczyźni";"2003";125452;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"45-49";"mężczyźni";"2004";122949;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"45-49";"mężczyźni";"2005";118107;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"45-49";"mężczyźni";"2006";112060;"osoba";"";
0200000;"DOLNOŚLĄSKIE";"45-49";"mężczyźni";"2007";104981;"osoba";"";
