"Kod";"Nazwa";"Wiek";"Płeć";"Rok";"Wartosc";"Jednostka miary";"Atrybut";
1800000;"PODKARPACKIE";"0-14";"kobiety";"2022";158028;"osoba";"";
1800000;"PODKARPACKIE";"0-14";"kobiety";"2023";153814;"osoba";"";
2000000;"PODLASKIE";"15-19";"mężczyźni";"2000";55613;"osoba";"";
2000000;"PODLASKIE";"15-19";"mężczyźni";"2001";56393;"osoba";"";
2000000;"PODLASKIE";"15-19";"mężczyźni";"2002";55643;"osoba";"";
2000000;"PODLASKIE";"15-19";"mężczyźni";"2003";54003;"osoba";"";
2000000;"PODLASKIE";"15-19";"mężczyźni";"2004";52043;"osoba";"";
2000000;"PODLASKIE";"15-19";"mężczyźni";"2005";50450;"osoba";"";
2000000;"PODLASKIE";"15-19";"mężczyźni";"2006";49033;"osoba";"";
2000000;"PODLASKIE";"15-19";"mężczyźni";"2007";47624;"osoba";"";
2000000;"PODLASKIE";"15-19";"mężczyźni";"2008";46129;"osoba";"";
2000000;"PODLASKIE";"15-19";"mężczyźni";"2009";44422;"osoba";"";
2000000;"PODLASKIE";"15-19";"mężczyźni";"2010";42223;"osoba";"";
2000000;"PODLASKIE";"15-19";"mężczyźni";"2011";40263;"osoba";"";
2000000;"PODLASKIE";"15-19";"mężczyźni";"2012";38420;"osoba";"";
2000000;"PODLASKIE";"15-19";"mężczyźni";"2013";36175;"osoba";"";
2000000;"PODLASKIE";"15-19";"mężczyźni";"2014";34391;"osoba";"";
2000000;"PODLASKIE";"15-19";"mężczyźni";"2015";33036;"osoba";"";
2000000;"PODLASKIE";"15-19";"mężczyźni";"2016";31677;"osoba";"";
2000000;"PODLASKIE";"15-19";"mężczyźni";"2017";30437;"osoba";"";
2000000;"PODLASKIE";"15-19";"mężczyźni";"2018";29469;"osoba";"";
2000000;"PODLASKIE";"15-19";"mężczyźni";"2019";28789;"osoba";"";
2000000;"PODLASKIE";"15-19";"mężczyźni";"2020";27803;"osoba";"";
2000000;"PODLASKIE";"15-19";"mężczyźni";"2021";27885;"osoba";"";
2000000;"PODLASKIE";"15-19";"mężczyźni";"2022";28215;"osoba";"";
2000000;"PODLASKIE";"15-19";"mężczyźni";"2023";29237;"osoba";"";
2000000;"PODLASKIE";"15-19";"kobiety";"2000";52375;"osoba";"";
2000000;"PODLASKIE";"15-19";"kobiety";"2001";53129;"osoba";"";
2000000;"PODLASKIE";"15-19";"kobiety";"2002";52888;"osoba";"";
2000000;"PODLASKIE";"15-19";"kobiety";"2003";51335;"osoba";"";
2000000;"PODLASKIE";"15-19";"kobiety";"2004";49739;"osoba";"";
2000000;"PODLASKIE";"15-19";"kobiety";"2005";47741;"osoba";"";
2000000;"PODLASKIE";"15-19";"kobiety";"2006";46477;"osoba";"";
2000000;"PODLASKIE";"15-19";"kobiety";"2007";45028;"osoba";"";
2000000;"PODLASKIE";"15-19";"kobiety";"2008";43531;"osoba";"";
2000000;"PODLASKIE";"15-19";"kobiety";"2009";41917;"osoba";"";
2000000;"PODLASKIE";"15-19";"kobiety";"2010";40106;"osoba";"";
2000000;"PODLASKIE";"15-19";"kobiety";"2011";38433;"osoba";"";
2000000;"PODLASKIE";"15-19";"kobiety";"2012";36332;"osoba";"";
2000000;"PODLASKIE";"15-19";"kobiety";"2013";34442;"osoba";"";
2000000;"PODLASKIE";"15-19";"kobiety";"2014";32648;"osoba";"";
2000000;"PODLASKIE";"15-19";"kobiety";"2015";31434;"osoba";"";
2000000;"PODLASKIE";"15-19";"kobiety";"2016";30099;"osoba";"";
2000000;"PODLASKIE";"15-19";"kobiety";"2017";29122;"osoba";"";
2000000;"PODLASKIE";"15-19";"kobiety";"2018";28258;"osoba";"";
2000000;"PODLASKIE";"15-19";"kobiety";"2019";27596;"osoba";"";
2000000;"PODLASKIE";"15-19";"kobiety";"2020";26811;"osoba";"";
2000000;"PODLASKIE";"15-19";"kobiety";"2021";26672;"osoba";"";
2000000;"PODLASKIE";"15-19";"kobiety";"2022";26971;"osoba";"";
2000000;"PODLASKIE";"15-19";"kobiety";"2023";27729;"osoba";"";
2000000;"PODLASKIE";"20-24";"mężczyźni";"2000";47218;"osoba";"";
2000000;"PODLASKIE";"20-24";"mężczyźni";"2001";47612;"osoba";"";
2000000;"PODLASKIE";"20-24";"mężczyźni";"2002";49393;"osoba";"";
2000000;"PODLASKIE";"20-24";"mężczyźni";"2003";51556;"osoba";"";
2000000;"PODLASKIE";"20-24";"mężczyźni";"2004";53175;"osoba";"";
2000000;"PODLASKIE";"20-24";"mężczyźni";"2005";54511;"osoba";"";
2000000;"PODLASKIE";"20-24";"mężczyźni";"2006";55110;"osoba";"";
2000000;"PODLASKIE";"20-24";"mężczyźni";"2007";54222;"osoba";"";
2000000;"PODLASKIE";"20-24";"mężczyźni";"2008";52612;"osoba";"";
2000000;"PODLASKIE";"20-24";"mężczyźni";"2009";50760;"osoba";"";
2000000;"PODLASKIE";"20-24";"mężczyźni";"2010";48529;"osoba";"";
2000000;"PODLASKIE";"20-24";"mężczyźni";"2011";47347;"osoba";"";
2000000;"PODLASKIE";"20-24";"mężczyźni";"2012";46407;"osoba";"";
2000000;"PODLASKIE";"20-24";"mężczyźni";"2013";45195;"osoba";"";
2000000;"PODLASKIE";"20-24";"mężczyźni";"2014";43747;"osoba";"";
2000000;"PODLASKIE";"20-24";"mężczyźni";"2015";41789;"osoba";"";
2000000;"PODLASKIE";"20-24";"mężczyźni";"2016";39779;"osoba";"";
2000000;"PODLASKIE";"20-24";"mężczyźni";"2017";37910;"osoba";"";
2000000;"PODLASKIE";"20-24";"mężczyźni";"2018";35846;"osoba";"";
2000000;"PODLASKIE";"20-24";"mężczyźni";"2019";34066;"osoba";"";
2000000;"PODLASKIE";"20-24";"mężczyźni";"2020";31252;"osoba";"";
2000000;"PODLASKIE";"20-24";"mężczyźni";"2021";30216;"osoba";"";
2000000;"PODLASKIE";"20-24";"mężczyźni";"2022";29167;"osoba";"";
2000000;"PODLASKIE";"20-24";"mężczyźni";"2023";28412;"osoba";"";
2000000;"PODLASKIE";"20-24";"kobiety";"2000";44439;"osoba";"";
2000000;"PODLASKIE";"20-24";"kobiety";"2001";44823;"osoba";"";
2000000;"PODLASKIE";"20-24";"kobiety";"2002";46042;"osoba";"";
2000000;"PODLASKIE";"20-24";"kobiety";"2003";47932;"osoba";"";
2000000;"PODLASKIE";"20-24";"kobiety";"2004";49240;"osoba";"";
2000000;"PODLASKIE";"20-24";"kobiety";"2005";50913;"osoba";"";
2000000;"PODLASKIE";"20-24";"kobiety";"2006";51673;"osoba";"";
2000000;"PODLASKIE";"20-24";"kobiety";"2007";51387;"osoba";"";
2000000;"PODLASKIE";"20-24";"kobiety";"2008";49993;"osoba";"";
2000000;"PODLASKIE";"20-24";"kobiety";"2009";48465;"osoba";"";
2000000;"PODLASKIE";"20-24";"kobiety";"2010";45652;"osoba";"";
2000000;"PODLASKIE";"20-24";"kobiety";"2011";44592;"osoba";"";
2000000;"PODLASKIE";"20-24";"kobiety";"2012";43797;"osoba";"";
2000000;"PODLASKIE";"20-24";"kobiety";"2013";42787;"osoba";"";
2000000;"PODLASKIE";"20-24";"kobiety";"2014";41463;"osoba";"";
2000000;"PODLASKIE";"20-24";"kobiety";"2015";39913;"osoba";"";
2000000;"PODLASKIE";"20-24";"kobiety";"2016";38220;"osoba";"";
2000000;"PODLASKIE";"20-24";"kobiety";"2017";36164;"osoba";"";
2000000;"PODLASKIE";"20-24";"kobiety";"2018";34286;"osoba";"";
2000000;"PODLASKIE";"20-24";"kobiety";"2019";32487;"osoba";"";
2000000;"PODLASKIE";"20-24";"kobiety";"2020";29320;"osoba";"";
2000000;"PODLASKIE";"20-24";"kobiety";"2021";28412;"osoba";"";
2000000;"PODLASKIE";"20-24";"kobiety";"2022";27870;"osoba";"";
2000000;"PODLASKIE";"20-24";"kobiety";"2023";27233;"osoba";"";
2000000;"PODLASKIE";"25-29";"mężczyźni";"2000";43054;"osoba";"";
2000000;"PODLASKIE";"25-29";"mężczyźni";"2001";44088;"osoba";"";
2000000;"PODLASKIE";"25-29";"mężczyźni";"2002";44345;"osoba";"";
2000000;"PODLASKIE";"25-29";"mężczyźni";"2003";44803;"osoba";"";
2000000;"PODLASKIE";"25-29";"mężczyźni";"2004";45593;"osoba";"";
2000000;"PODLASKIE";"25-29";"mężczyźni";"2005";46399;"osoba";"";
2000000;"PODLASKIE";"25-29";"mężczyźni";"2006";46517;"osoba";"";
2000000;"PODLASKIE";"25-29";"mężczyźni";"2007";47968;"osoba";"";
2000000;"PODLASKIE";"25-29";"mężczyźni";"2008";50155;"osoba";"";
2000000;"PODLASKIE";"25-29";"mężczyźni";"2009";51961;"osoba";"";
2000000;"PODLASKIE";"25-29";"mężczyźni";"2010";52337;"osoba";"";
2000000;"PODLASKIE";"25-29";"mężczyźni";"2011";52555;"osoba";"";
2000000;"PODLASKIE";"25-29";"mężczyźni";"2012";51826;"osoba";"";
2000000;"PODLASKIE";"25-29";"mężczyźni";"2013";50450;"osoba";"";
2000000;"PODLASKIE";"25-29";"mężczyźni";"2014";48864;"osoba";"";
2000000;"PODLASKIE";"25-29";"mężczyźni";"2015";47705;"osoba";"";
2000000;"PODLASKIE";"25-29";"mężczyźni";"2016";46763;"osoba";"";
2000000;"PODLASKIE";"25-29";"mężczyźni";"2017";45839;"osoba";"";
2000000;"PODLASKIE";"25-29";"mężczyźni";"2018";44607;"osoba";"";
2000000;"PODLASKIE";"25-29";"mężczyźni";"2019";43108;"osoba";"";
2000000;"PODLASKIE";"25-29";"mężczyźni";"2020";38196;"osoba";"";
2000000;"PODLASKIE";"25-29";"mężczyźni";"2021";36206;"osoba";"";
2000000;"PODLASKIE";"25-29";"mężczyźni";"2022";34904;"osoba";"";
2000000;"PODLASKIE";"25-29";"mężczyźni";"2023";33221;"osoba";"";
2000000;"PODLASKIE";"25-29";"kobiety";"2000";41583;"osoba";"";
2000000;"PODLASKIE";"25-29";"kobiety";"2001";42203;"osoba";"";
2000000;"PODLASKIE";"25-29";"kobiety";"2002";42402;"osoba";"";
2000000;"PODLASKIE";"25-29";"kobiety";"2003";42872;"osoba";"";
2000000;"PODLASKIE";"25-29";"kobiety";"2004";43443;"osoba";"";
2000000;"PODLASKIE";"25-29";"kobiety";"2005";43615;"osoba";"";
2000000;"PODLASKIE";"25-29";"kobiety";"2006";43818;"osoba";"";
2000000;"PODLASKIE";"25-29";"kobiety";"2007";44838;"osoba";"";
2000000;"PODLASKIE";"25-29";"kobiety";"2008";46763;"osoba";"";
2000000;"PODLASKIE";"25-29";"kobiety";"2009";48175;"osoba";"";
2000000;"PODLASKIE";"25-29";"kobiety";"2010";48861;"osoba";"";
2000000;"PODLASKIE";"25-29";"kobiety";"2011";48739;"osoba";"";
2000000;"PODLASKIE";"25-29";"kobiety";"2012";48016;"osoba";"";
2000000;"PODLASKIE";"25-29";"kobiety";"2013";46692;"osoba";"";
2000000;"PODLASKIE";"25-29";"kobiety";"2014";45518;"osoba";"";
2000000;"PODLASKIE";"25-29";"kobiety";"2015";44428;"osoba";"";
2000000;"PODLASKIE";"25-29";"kobiety";"2016";43607;"osoba";"";
2000000;"PODLASKIE";"25-29";"kobiety";"2017";42929;"osoba";"";
2000000;"PODLASKIE";"25-29";"kobiety";"2018";41726;"osoba";"";
2000000;"PODLASKIE";"25-29";"kobiety";"2019";40321;"osoba";"";
2000000;"PODLASKIE";"25-29";"kobiety";"2020";34831;"osoba";"";
2000000;"PODLASKIE";"25-29";"kobiety";"2021";33141;"osoba";"";
2000000;"PODLASKIE";"25-29";"kobiety";"2022";31675;"osoba";"";
2000000;"PODLASKIE";"25-29";"kobiety";"2023";30411;"osoba";"";
2000000;"PODLASKIE";"30-34";"mężczyźni";"2000";40170;"osoba";"";
2000000;"PODLASKIE";"30-34";"mężczyźni";"2001";40071;"osoba";"";
2000000;"PODLASKIE";"30-34";"mężczyźni";"2002";40379;"osoba";"";
2000000;"PODLASKIE";"30-34";"mężczyźni";"2003";40909;"osoba";"";
2000000;"PODLASKIE";"30-34";"mężczyźni";"2004";41314;"osoba";"";
2000000;"PODLASKIE";"30-34";"mężczyźni";"2005";41781;"osoba";"";
2000000;"PODLASKIE";"30-34";"mężczyźni";"2006";42586;"osoba";"";
2000000;"PODLASKIE";"30-34";"mężczyźni";"2007";42762;"osoba";"";
2000000;"PODLASKIE";"30-34";"mężczyźni";"2008";43232;"osoba";"";
2000000;"PODLASKIE";"30-34";"mężczyźni";"2009";43929;"osoba";"";
2000000;"PODLASKIE";"30-34";"mężczyźni";"2010";46504;"osoba";"";
2000000;"PODLASKIE";"30-34";"mężczyźni";"2011";46640;"osoba";"";
2000000;"PODLASKIE";"30-34";"mężczyźni";"2012";47766;"osoba";"";
2000000;"PODLASKIE";"30-34";"mężczyźni";"2013";49135;"osoba";"";
2000000;"PODLASKIE";"30-34";"mężczyźni";"2014";49914;"osoba";"";
2000000;"PODLASKIE";"30-34";"mężczyźni";"2015";50619;"osoba";"";
2000000;"PODLASKIE";"30-34";"mężczyźni";"2016";50861;"osoba";"";
2000000;"PODLASKIE";"30-34";"mężczyźni";"2017";50172;"osoba";"";
2000000;"PODLASKIE";"30-34";"mężczyźni";"2018";48848;"osoba";"";
2000000;"PODLASKIE";"30-34";"mężczyźni";"2019";47260;"osoba";"";
2000000;"PODLASKIE";"30-34";"mężczyźni";"2020";44449;"osoba";"";
2000000;"PODLASKIE";"30-34";"mężczyźni";"2021";43133;"osoba";"";
2000000;"PODLASKIE";"30-34";"mężczyźni";"2022";41817;"osoba";"";
2000000;"PODLASKIE";"30-34";"mężczyźni";"2023";40368;"osoba";"";
2000000;"PODLASKIE";"30-34";"kobiety";"2000";38511;"osoba";"";
2000000;"PODLASKIE";"30-34";"kobiety";"2001";38600;"osoba";"";
2000000;"PODLASKIE";"30-34";"kobiety";"2002";38827;"osoba";"";
2000000;"PODLASKIE";"30-34";"kobiety";"2003";39154;"osoba";"";
2000000;"PODLASKIE";"30-34";"kobiety";"2004";39809;"osoba";"";
2000000;"PODLASKIE";"30-34";"kobiety";"2005";40334;"osoba";"";
2000000;"PODLASKIE";"30-34";"kobiety";"2006";40772;"osoba";"";
2000000;"PODLASKIE";"30-34";"kobiety";"2007";40845;"osoba";"";
2000000;"PODLASKIE";"30-34";"kobiety";"2008";41230;"osoba";"";
2000000;"PODLASKIE";"30-34";"kobiety";"2009";41688;"osoba";"";
2000000;"PODLASKIE";"30-34";"kobiety";"2010";44004;"osoba";"";
2000000;"PODLASKIE";"30-34";"kobiety";"2011";44171;"osoba";"";
2000000;"PODLASKIE";"30-34";"kobiety";"2012";45115;"osoba";"";
2000000;"PODLASKIE";"30-34";"kobiety";"2013";46001;"osoba";"";
2000000;"PODLASKIE";"30-34";"kobiety";"2014";46395;"osoba";"";
2000000;"PODLASKIE";"30-34";"kobiety";"2015";46665;"osoba";"";
2000000;"PODLASKIE";"30-34";"kobiety";"2016";46659;"osoba";"";
2000000;"PODLASKIE";"30-34";"kobiety";"2017";45903;"osoba";"";
2000000;"PODLASKIE";"30-34";"kobiety";"2018";44724;"osoba";"";
2000000;"PODLASKIE";"30-34";"kobiety";"2019";43506;"osoba";"";
2000000;"PODLASKIE";"30-34";"kobiety";"2020";41127;"osoba";"";
2000000;"PODLASKIE";"30-34";"kobiety";"2021";39704;"osoba";"";
2000000;"PODLASKIE";"30-34";"kobiety";"2022";38314;"osoba";"";
2000000;"PODLASKIE";"30-34";"kobiety";"2023";36647;"osoba";"";
2000000;"PODLASKIE";"35-39";"mężczyźni";"2000";42897;"osoba";"";
2000000;"PODLASKIE";"35-39";"mężczyźni";"2001";42099;"osoba";"";
2000000;"PODLASKIE";"35-39";"mężczyźni";"2002";41167;"osoba";"";
2000000;"PODLASKIE";"35-39";"mężczyźni";"2003";40348;"osoba";"";
2000000;"PODLASKIE";"35-39";"mężczyźni";"2004";39670;"osoba";"";
2000000;"PODLASKIE";"35-39";"mężczyźni";"2005";39333;"osoba";"";
2000000;"PODLASKIE";"35-39";"mężczyźni";"2006";39210;"osoba";"";
2000000;"PODLASKIE";"35-39";"mężczyźni";"2007";39417;"osoba";"";
2000000;"PODLASKIE";"35-39";"mężczyźni";"2008";39897;"osoba";"";
2000000;"PODLASKIE";"35-39";"mężczyźni";"2009";40331;"osoba";"";
2000000;"PODLASKIE";"35-39";"mężczyźni";"2010";42242;"osoba";"";
2000000;"PODLASKIE";"35-39";"mężczyźni";"2011";43229;"osoba";"";
2000000;"PODLASKIE";"35-39";"mężczyźni";"2012";43623;"osoba";"";
2000000;"PODLASKIE";"35-39";"mężczyźni";"2013";44069;"osoba";"";
2000000;"PODLASKIE";"35-39";"mężczyźni";"2014";44879;"osoba";"";
2000000;"PODLASKIE";"35-39";"mężczyźni";"2015";45414;"osoba";"";
2000000;"PODLASKIE";"35-39";"mężczyźni";"2016";45567;"osoba";"";
2000000;"PODLASKIE";"35-39";"mężczyźni";"2017";46571;"osoba";"";
2000000;"PODLASKIE";"35-39";"mężczyźni";"2018";47908;"osoba";"";
2000000;"PODLASKIE";"35-39";"mężczyźni";"2019";48682;"osoba";"";
2000000;"PODLASKIE";"35-39";"mężczyźni";"2020";48725;"osoba";"";
2000000;"PODLASKIE";"35-39";"mężczyźni";"2021";48766;"osoba";"";
2000000;"PODLASKIE";"35-39";"mężczyźni";"2022";47753;"osoba";"";
2000000;"PODLASKIE";"35-39";"mężczyźni";"2023";46140;"osoba";"";
2000000;"PODLASKIE";"35-39";"kobiety";"2000";41235;"osoba";"";
2000000;"PODLASKIE";"35-39";"kobiety";"2001";40332;"osoba";"";
2000000;"PODLASKIE";"35-39";"kobiety";"2002";39588;"osoba";"";
2000000;"PODLASKIE";"35-39";"kobiety";"2003";38780;"osoba";"";
2000000;"PODLASKIE";"35-39";"kobiety";"2004";38080;"osoba";"";
2000000;"PODLASKIE";"35-39";"kobiety";"2005";38045;"osoba";"";
2000000;"PODLASKIE";"35-39";"kobiety";"2006";38028;"osoba";"";
2000000;"PODLASKIE";"35-39";"kobiety";"2007";38222;"osoba";"";
2000000;"PODLASKIE";"35-39";"kobiety";"2008";38462;"osoba";"";
2000000;"PODLASKIE";"35-39";"kobiety";"2009";39036;"osoba";"";
2000000;"PODLASKIE";"35-39";"kobiety";"2010";40763;"osoba";"";
2000000;"PODLASKIE";"35-39";"kobiety";"2011";41439;"osoba";"";
2000000;"PODLASKIE";"35-39";"kobiety";"2012";41838;"osoba";"";
2000000;"PODLASKIE";"35-39";"kobiety";"2013";42306;"osoba";"";
2000000;"PODLASKIE";"35-39";"kobiety";"2014";42905;"osoba";"";
2000000;"PODLASKIE";"35-39";"kobiety";"2015";43203;"osoba";"";
2000000;"PODLASKIE";"35-39";"kobiety";"2016";43365;"osoba";"";
2000000;"PODLASKIE";"35-39";"kobiety";"2017";44192;"osoba";"";
2000000;"PODLASKIE";"35-39";"kobiety";"2018";44988;"osoba";"";
2000000;"PODLASKIE";"35-39";"kobiety";"2019";45396;"osoba";"";
2000000;"PODLASKIE";"35-39";"kobiety";"2020";45446;"osoba";"";
2000000;"PODLASKIE";"35-39";"kobiety";"2021";45369;"osoba";"";
2000000;"PODLASKIE";"35-39";"kobiety";"2022";44471;"osoba";"";
2000000;"PODLASKIE";"35-39";"kobiety";"2023";43119;"osoba";"";
2000000;"PODLASKIE";"40-44";"mężczyźni";"2000";48325;"osoba";"";
2000000;"PODLASKIE";"40-44";"mężczyźni";"2001";47468;"osoba";"";
2000000;"PODLASKIE";"40-44";"mężczyźni";"2002";46039;"osoba";"";
2000000;"PODLASKIE";"40-44";"mężczyźni";"2003";44590;"osoba";"";
2000000;"PODLASKIE";"40-44";"mężczyźni";"2004";43285;"osoba";"";
2000000;"PODLASKIE";"40-44";"mężczyźni";"2005";41960;"osoba";"";
2000000;"PODLASKIE";"40-44";"mężczyźni";"2006";41142;"osoba";"";
2000000;"PODLASKIE";"40-44";"mężczyźni";"2007";40239;"osoba";"";
2000000;"PODLASKIE";"40-44";"mężczyźni";"2008";39399;"osoba";"";
2000000;"PODLASKIE";"40-44";"mężczyźni";"2009";38728;"osoba";"";
2000000;"PODLASKIE";"40-44";"mężczyźni";"2010";39513;"osoba";"";
2000000;"PODLASKIE";"40-44";"mężczyźni";"2011";39444;"osoba";"";
2000000;"PODLASKIE";"40-44";"mężczyźni";"2012";39728;"osoba";"";
2000000;"PODLASKIE";"40-44";"mężczyźni";"2013";40258;"osoba";"";
2000000;"PODLASKIE";"40-44";"mężczyźni";"2014";40775;"osoba";"";
2000000;"PODLASKIE";"40-44";"mężczyźni";"2015";41417;"osoba";"";
2000000;"PODLASKIE";"40-44";"mężczyźni";"2016";42334;"osoba";"";
2000000;"PODLASKIE";"40-44";"mężczyźni";"2017";42757;"osoba";"";
2000000;"PODLASKIE";"40-44";"mężczyźni";"2018";43240;"osoba";"";
2000000;"PODLASKIE";"40-44";"mężczyźni";"2019";43992;"osoba";"";
2000000;"PODLASKIE";"40-44";"mężczyźni";"2020";44030;"osoba";"";
2000000;"PODLASKIE";"40-44";"mężczyźni";"2021";44233;"osoba";"";
2000000;"PODLASKIE";"40-44";"mężczyźni";"2022";45172;"osoba";"";
2000000;"PODLASKIE";"40-44";"mężczyźni";"2023";46495;"osoba";"";
2000000;"PODLASKIE";"40-44";"kobiety";"2000";46871;"osoba";"";
2000000;"PODLASKIE";"40-44";"kobiety";"2001";46168;"osoba";"";
2000000;"PODLASKIE";"40-44";"kobiety";"2002";44700;"osoba";"";
2000000;"PODLASKIE";"40-44";"kobiety";"2003";43488;"osoba";"";
2000000;"PODLASKIE";"40-44";"kobiety";"2004";42239;"osoba";"";
2000000;"PODLASKIE";"40-44";"kobiety";"2005";40822;"osoba";"";
2000000;"PODLASKIE";"40-44";"kobiety";"2006";39923;"osoba";"";
2000000;"PODLASKIE";"40-44";"kobiety";"2007";39179;"osoba";"";
2000000;"PODLASKIE";"40-44";"kobiety";"2008";38380;"osoba";"";
2000000;"PODLASKIE";"40-44";"kobiety";"2009";37647;"osoba";"";
2000000;"PODLASKIE";"40-44";"kobiety";"2010";38282;"osoba";"";
2000000;"PODLASKIE";"40-44";"kobiety";"2011";38399;"osoba";"";
2000000;"PODLASKIE";"40-44";"kobiety";"2012";38579;"osoba";"";
2000000;"PODLASKIE";"40-44";"kobiety";"2013";39064;"osoba";"";
2000000;"PODLASKIE";"40-44";"kobiety";"2014";39645;"osoba";"";
2000000;"PODLASKIE";"40-44";"kobiety";"2015";40260;"osoba";"";
2000000;"PODLASKIE";"40-44";"kobiety";"2016";41006;"osoba";"";
2000000;"PODLASKIE";"40-44";"kobiety";"2017";41387;"osoba";"";
2000000;"PODLASKIE";"40-44";"kobiety";"2018";41806;"osoba";"";
2000000;"PODLASKIE";"40-44";"kobiety";"2019";42418;"osoba";"";
2000000;"PODLASKIE";"40-44";"kobiety";"2020";42502;"osoba";"";
2000000;"PODLASKIE";"40-44";"kobiety";"2021";42712;"osoba";"";
2000000;"PODLASKIE";"40-44";"kobiety";"2022";43566;"osoba";"";
2000000;"PODLASKIE";"40-44";"kobiety";"2023";44316;"osoba";"";
2000000;"PODLASKIE";"45-49";"mężczyźni";"2000";42254;"osoba";"";
2000000;"PODLASKIE";"45-49";"mężczyźni";"2001";43598;"osoba";"";
2000000;"PODLASKIE";"45-49";"mężczyźni";"2002";45228;"osoba";"";
2000000;"PODLASKIE";"45-49";"mężczyźni";"2003";46400;"osoba";"";
2000000;"PODLASKIE";"45-49";"mężczyźni";"2004";46855;"osoba";"";
2000000;"PODLASKIE";"45-49";"mężczyźni";"2005";46905;"osoba";"";
2000000;"PODLASKIE";"45-49";"mężczyźni";"2006";45994;"osoba";"";
2000000;"PODLASKIE";"45-49";"mężczyźni";"2007";44601;"osoba";"";
2000000;"PODLASKIE";"45-49";"mężczyźni";"2008";43201;"osoba";"";
2000000;"PODLASKIE";"45-49";"mężczyźni";"2009";41963;"osoba";"";
2000000;"PODLASKIE";"45-49";"mężczyźni";"2010";41671;"osoba";"";
2000000;"PODLASKIE";"45-49";"mężczyźni";"2011";40942;"osoba";"";
2000000;"PODLASKIE";"45-49";"mężczyźni";"2012";40108;"osoba";"";
2000000;"PODLASKIE";"45-49";"mężczyźni";"2013";39371;"osoba";"";
2000000;"PODLASKIE";"45-49";"mężczyźni";"2014";38732;"osoba";"";
2000000;"PODLASKIE";"45-49";"mężczyźni";"2015";38544;"osoba";"";
2000000;"PODLASKIE";"45-49";"mężczyźni";"2016";38488;"osoba";"";
2000000;"PODLASKIE";"45-49";"mężczyźni";"2017";38736;"osoba";"";
2000000;"PODLASKIE";"45-49";"mężczyźni";"2018";39234;"osoba";"";
2000000;"PODLASKIE";"45-49";"mężczyźni";"2019";39811;"osoba";"";
2000000;"PODLASKIE";"45-49";"mężczyźni";"2020";39767;"osoba";"";
2000000;"PODLASKIE";"45-49";"mężczyźni";"2021";40694;"osoba";"";
2000000;"PODLASKIE";"45-49";"mężczyźni";"2022";41135;"osoba";"";
2000000;"PODLASKIE";"45-49";"mężczyźni";"2023";41610;"osoba";"";
2000000;"PODLASKIE";"45-49";"kobiety";"2000";42335;"osoba";"";
2000000;"PODLASKIE";"45-49";"kobiety";"2001";43296;"osoba";"";
2000000;"PODLASKIE";"45-49";"kobiety";"2002";44539;"osoba";"";
2000000;"PODLASKIE";"45-49";"kobiety";"2003";45666;"osoba";"";
2000000;"PODLASKIE";"45-49";"kobiety";"2004";46432;"osoba";"";
2000000;"PODLASKIE";"45-49";"kobiety";"2005";46297;"osoba";"";
2000000;"PODLASKIE";"45-49";"kobiety";"2006";45592;"osoba";"";
2000000;"PODLASKIE";"45-49";"kobiety";"2007";44174;"osoba";"";
2000000;"PODLASKIE";"45-49";"kobiety";"2008";43055;"osoba";"";
2000000;"PODLASKIE";"45-49";"kobiety";"2009";41800;"osoba";"";
2000000;"PODLASKIE";"45-49";"kobiety";"2010";40834;"osoba";"";
2000000;"PODLASKIE";"45-49";"kobiety";"2011";39928;"osoba";"";
2000000;"PODLASKIE";"45-49";"kobiety";"2012";39240;"osoba";"";
2000000;"PODLASKIE";"45-49";"kobiety";"2013";38508;"osoba";"";
2000000;"PODLASKIE";"45-49";"kobiety";"2014";37934;"osoba";"";
2000000;"PODLASKIE";"45-49";"kobiety";"2015";37897;"osoba";"";
2000000;"PODLASKIE";"45-49";"kobiety";"2016";38048;"osoba";"";
2000000;"PODLASKIE";"45-49";"kobiety";"2017";38258;"osoba";"";
2000000;"PODLASKIE";"45-49";"kobiety";"2018";38721;"osoba";"";
2000000;"PODLASKIE";"45-49";"kobiety";"2019";39248;"osoba";"";
2000000;"PODLASKIE";"45-49";"kobiety";"2020";39572;"osoba";"";
2000000;"PODLASKIE";"45-49";"kobiety";"2021";40235;"osoba";"";
2000000;"PODLASKIE";"45-49";"kobiety";"2022";40678;"osoba";"";
2000000;"PODLASKIE";"45-49";"kobiety";"2023";41202;"osoba";"";
2000000;"PODLASKIE";"50-54";"mężczyźni";"2000";33085;"osoba";"";
2000000;"PODLASKIE";"50-54";"mężczyźni";"2001";35141;"osoba";"";
2000000;"PODLASKIE";"50-54";"mężczyźni";"2002";36727;"osoba";"";
2000000;"PODLASKIE";"50-54";"mężczyźni";"2003";37711;"osoba";"";
2000000;"PODLASKIE";"50-54";"mężczyźni";"2004";39134;"osoba";"";
2000000;"PODLASKIE";"50-54";"mężczyźni";"2005";40310;"osoba";"";
2000000;"PODLASKIE";"50-54";"mężczyźni";"2006";41604;"osoba";"";
2000000;"PODLASKIE";"50-54";"mężczyźni";"2007";43214;"osoba";"";
2000000;"PODLASKIE";"50-54";"mężczyźni";"2008";44377;"osoba";"";
2000000;"PODLASKIE";"50-54";"mężczyźni";"2009";44829;"osoba";"";
